session_id,customer_id,session_date,device,duration_minutes,pages_viewed
1334,1525,2024-08-28 20:29:44,desktop,4.5,2
1335,980,2024-06-06 20:39:12,tablet,0.53,1
1336,2161,2023-07-30 04:18:09,tablet,12.29,2
1337,903,2024-10-10 20:45:03,desktop,11.63,4
1338,2374,2023-05-18 15:25:18,tablet,8.91,7
1339,7,2024-07-11 01:51:16,tablet,12.65,5
1340,2403,2023-01-28 10:44:00,tablet,16.76,5
1341,1112,2024-10-16 14:58:59,mobile,8.31,5
1342,1947,2024-09-25 10:00:58,desktop,4.21,1
1343,2153,2024-04-16 08:02:23,mobile,3.91,4
1344,607,2023-09-23 07:27:45,mobile,4.91,1
1345,1711,2024-06-04 19:51:05,mobile,2.61,3
1346,678,2024-03-27 15:09:36,desktop,4.29,1
1347,219,2024-05-30 01:44:28,mobile,0.58,10
1348,2094,2023-11-08 07:01:57,tablet,6.52,4
1349,998,2024-05-29 02:14:22,tablet,0.2,4
1350,2037,2024-04-30 00:27:46,tablet,4.25,5
1351,1695,2024-01-17 05:13:32,desktop,11.47,4
1352,204,2024-02-23 18:56:15,tablet,5.05,1
1353,436,2024-03-30 10:11:48,tablet,4.06,4
1354,1260,2023-01-19 02:51:03,desktop,8.84,6
1355,1988,2024-07-27 16:14:23,desktop,5.1,1
1356,744,2024-02-03 11:21:47,mobile,9.94,1
1357,1819,2024-05-20 12:12:41,tablet,0.92,8
1358,2284,2023-07-06 08:33:19,desktop,2.29,1
1359,861,2024-09-27 11:03:13,desktop,11.12,1
1360,519,2023-09-29 20:55:04,mobile,14.96,2
1361,1171,2024-09-28 21:16:15,mobile,4.12,7
1362,1537,2023-07-09 20:31:19,tablet,3.21,6
1363,1611,2024-06-14 19:59:51,tablet,2.96,1
1364,542,2024-11-23 11:46:02,mobile,10.35,1
1365,2093,2024-11-25 03:12:44,mobile,0.2,2
1366,1100,2023-01-29 12:21:26,desktop,3.31,8
1367,2148,2024-12-05 23:18:31,mobile,10.21,1
1368,700,2023-08-28 11:52:24,mobile,12.63,7
1369,807,2023-04-14 23:17:26,tablet,6.35,11
1370,13,2024-10-14 10:40:16,tablet,13.35,2
1371,33,2024-12-20 12:19:52,desktop,5.03,7
1372,2424,2023-03-16 02:11:38,tablet,1.93,2
1373,1383,2024-10-26 20:01:42,desktop,10.64,6
1374,671,2023-09-11 11:59:27,desktop,9.97,1
1375,1054,2024-10-01 23:48:12,desktop,6.71,6
1376,315,2023-10-05 07:33:36,desktop,7.67,2
1377,1155,2024-04-27 18:22:19,desktop,3.18,6
1378,1577,2023-10-13 17:47:36,desktop,0.2,7
1379,992,2023-11-19 16:46:01,mobile,5.11,5
1380,2208,2023-07-01 02:43:43,tablet,0.2,5
1381,867,2024-03-22 01:32:50,tablet,6.7,3
1382,216,2024-07-20 19:46:12,mobile,6.63,1
1383,2191,2024-03-25 07:13:06,desktop,1.05,3
1384,1066,2023-10-11 15:44:58,tablet,0.2,5
1385,768,2024-10-27 16:56:02,desktop,6.4,1
1386,590,2023-06-19 03:10:32,desktop,0.2,6
1387,199,2024-07-23 09:37:03,desktop,6.19,5
1388,573,2024-09-10 15:29:13,mobile,0.2,4
1389,984,2024-10-02 16:01:49,tablet,10.88,9
1390,1693,2024-07-02 01:47:41,tablet,7.92,9
1391,1877,2024-04-20 03:33:16,mobile,16.14,8
1392,101,2024-01-07 12:29:47,desktop,5.05,11
1393,1290,2024-05-22 07:17:47,mobile,6.33,7
1394,1752,2023-01-30 05:29:54,desktop,3.36,1
1395,2112,2023-04-23 00:50:53,mobile,6.72,5
1396,1698,2023-10-07 14:50:22,tablet,4.68,1
1397,1001,2023-08-15 22:46:57,tablet,13.6,7
1398,582,2023-03-19 03:49:05,desktop,2.02,4
1399,939,2023-05-30 08:44:39,mobile,14.18,6
1400,1930,2024-01-09 16:33:44,mobile,2.76,8
1401,1441,2024-03-18 22:31:50,desktop,8.44,6
1402,625,2024-11-15 04:23:53,tablet,3.35,5
1403,98,2024-05-08 05:43:43,desktop,3.13,5
1404,646,2023-01-25 06:39:41,mobile,14.2,2
1405,2125,2023-11-16 15:51:27,desktop,5.61,1
1406,1062,2023-09-26 04:26:40,tablet,6.09,1
1407,2369,2024-09-30 22:10:37,mobile,2.53,4
1408,476,2023-06-27 16:59:39,mobile,4.45,3
1409,629,2024-11-23 15:46:03,tablet,4.02,4
1410,786,2024-08-16 09:33:42,tablet,7.77,6
1411,129,2023-07-04 05:11:33,tablet,14.31,6
1412,162,2024-01-31 19:26:03,mobile,10.77,7
1413,806,2024-04-09 15:34:46,tablet,7.14,6
1414,1092,2024-03-19 13:08:43,tablet,3.21,3
1415,1992,2023-09-20 15:49:35,tablet,11.39,3
1416,2463,2024-11-03 15:19:55,desktop,1.2,2
1417,445,2023-09-05 22:11:26,desktop,4.2,6
1418,2366,2024-08-04 14:27:01,desktop,7.95,4
1419,1581,2023-02-21 08:29:06,tablet,11.08,11
1420,427,2023-01-17 08:56:23,mobile,6.07,1
1421,755,2023-12-16 11:20:02,desktop,5.7,9
1422,1904,2024-03-24 07:25:13,tablet,10.86,2
1423,968,2024-01-08 14:11:03,tablet,3.19,3
1424,2395,2023-09-09 01:30:35,tablet,0.32,1
1425,2480,2024-12-29 05:19:14,tablet,4.78,6
1426,1858,2024-09-11 19:03:22,mobile,0.2,1
1427,948,2023-10-29 23:08:58,tablet,1.36,4
1428,2214,2023-11-18 20:30:27,tablet,6.61,5
1429,519,2023-05-01 20:42:02,mobile,13.35,8
1430,1518,2023-09-26 03:05:38,desktop,9.74,3
1431,1634,2024-06-09 15:50:16,mobile,9.85,1
1432,12,2023-05-09 12:21:10,tablet,0.2,3
1433,1681,2024-10-01 05:51:30,mobile,3.8,5
1434,136,2023-04-24 23:04:08,desktop,10.04,1
1435,470,2024-09-05 06:12:20,mobile,0.21,3
1436,678,2023-08-18 17:01:58,tablet,5.99,2
1437,2185,2024-12-01 23:16:05,desktop,11.12,3
1438,2384,2024-07-15 10:13:11,mobile,6.07,9
1439,1673,2024-07-22 23:06:45,mobile,3.86,8
1440,517,2023-03-03 03:09:07,desktop,8.8,11
1441,1149,2023-11-10 16:31:39,mobile,7.51,2
1442,1635,2023-03-30 18:58:29,desktop,1.34,8
1443,2479,2024-11-23 20:31:30,mobile,7.11,4
1444,2176,2023-05-16 15:40:46,desktop,6.79,9
1445,2297,2024-06-15 15:32:31,tablet,6.71,6
1446,2126,2024-01-13 04:50:35,desktop,9.15,7
1447,647,2024-05-25 19:56:02,desktop,0.2,7
1448,1168,2024-05-21 22:28:48,mobile,1.51,4
1449,1784,2023-03-26 05:59:13,mobile,9.14,4
1450,1714,2024-11-12 09:13:14,tablet,14.33,1
1451,980,2024-05-03 12:51:46,desktop,4.35,2
1452,342,2023-06-27 11:08:01,tablet,6.73,6
1453,657,2024-11-01 18:50:28,mobile,6.67,4
1454,1658,2023-08-11 10:52:56,desktop,5.52,3
1455,524,2023-10-02 03:10:28,tablet,6.66,3
1456,74,2024-12-18 06:11:19,desktop,1.09,10
1457,714,2024-03-30 12:52:14,tablet,13.84,5
1458,1938,2024-09-28 03:09:51,mobile,11.39,5
1459,429,2024-06-17 18:10:07,tablet,6.79,1
1460,2210,2023-05-13 07:36:58,tablet,9.33,1
1461,2408,2023-02-15 04:28:29,desktop,6.29,2
1462,958,2023-12-14 14:03:50,desktop,5.53,6
1463,1930,2023-04-27 21:41:46,tablet,3.63,8
1464,509,2023-03-06 13:25:21,desktop,7.84,8
1465,766,2023-03-11 18:13:13,tablet,7.13,2
1466,1410,2023-07-29 22:39:22,desktop,4.02,6
1467,1906,2024-03-06 08:07:43,desktop,6.2,1
1468,2038,2023-03-10 21:17:12,mobile,4.33,2
1469,436,2024-03-24 10:36:44,tablet,8.83,8
1470,1879,2023-02-02 05:12:34,tablet,9.93,9
1471,2411,2023-04-20 04:58:11,desktop,4.48,5
1472,2112,2023-09-27 22:26:56,mobile,11.11,6
1473,1734,2024-04-30 12:13:55,tablet,4.83,6
1474,2119,2023-03-09 06:43:53,mobile,7.17,1
1475,1464,2024-10-15 20:56:00,desktop,11.57,3
1476,876,2024-12-26 20:24:11,tablet,2.71,6
1477,1835,2024-03-15 10:23:30,desktop,4.83,1
1478,1704,2024-11-01 02:44:23,tablet,0.2,5
1479,1929,2024-02-23 07:19:56,desktop,6.16,3
1480,2445,2024-10-09 09:57:48,desktop,4.98,6
1481,2446,2023-10-16 15:42:48,mobile,6.52,7
1482,1913,2023-06-22 23:11:10,desktop,1.58,8
1483,919,2024-12-10 08:14:50,mobile,5.65,3
1484,519,2023-04-18 05:32:55,tablet,7.11,5
1485,266,2023-02-26 15:34:02,tablet,13.84,1
1486,1171,2024-05-15 16:06:18,desktop,4.61,6
1487,1779,2024-03-23 18:58:13,tablet,9.95,10
1488,1048,2024-05-10 03:42:27,desktop,0.2,13
1489,709,2024-02-10 19:49:33,mobile,3.19,1
1490,1511,2024-09-16 12:24:06,desktop,6.18,5
1491,1885,2023-11-16 14:21:07,tablet,12.06,7
1492,1515,2023-06-06 02:51:34,mobile,2.77,6
1493,2066,2023-11-01 17:33:43,mobile,4.36,2
1494,935,2024-06-09 04:42:55,tablet,9.0,4
1495,1389,2024-12-01 05:12:25,desktop,13.98,5
1496,572,2023-10-02 02:39:07,mobile,7.06,9
1497,497,2023-09-30 07:48:43,tablet,7.56,4
1498,279,2024-02-09 22:14:00,mobile,9.23,5
1499,1875,2023-02-24 22:24:48,desktop,1.75,2
1500,1232,2024-09-29 19:26:02,tablet,5.45,6
1501,2485,2023-08-09 03:28:24,mobile,3.74,3
1502,1083,2023-05-11 03:27:52,desktop,0.31,6
1503,2001,2024-11-27 15:34:57,tablet,6.25,8
1504,1441,2023-02-25 19:20:54,desktop,3.69,8
1505,796,2023-07-05 20:33:55,mobile,12.07,8
1506,1469,2024-03-23 07:04:59,mobile,10.21,3
1507,1316,2024-09-01 08:33:15,mobile,3.66,5
1508,1033,2024-07-19 23:25:43,desktop,6.0,3
1509,2358,2023-08-19 07:07:53,desktop,3.75,1
1510,1762,2023-01-07 14:13:45,mobile,9.75,8
1511,2332,2024-09-30 13:04:17,desktop,0.2,8
1512,1056,2023-04-30 06:11:14,desktop,6.0,6
1513,1758,2023-03-07 01:35:03,desktop,8.98,7
1514,1688,2023-02-13 02:07:17,desktop,8.03,6
1515,1979,2023-06-15 09:14:32,desktop,7.96,1
1516,2432,2023-04-13 18:12:03,tablet,0.2,1
1517,1427,2024-07-11 09:27:26,mobile,0.2,6
1518,2022,2024-10-18 16:08:56,tablet,5.08,5
1519,1790,2024-08-30 05:44:14,tablet,6.94,1
1520,265,2024-07-04 10:13:50,mobile,14.72,3
1521,1299,2023-05-15 21:38:52,desktop,1.99,5
1522,1292,2024-08-16 16:34:48,mobile,11.47,7
1523,380,2024-07-21 21:01:03,desktop,3.06,10
1524,2381,2023-05-16 20:58:43,tablet,5.51,6
1525,157,2024-08-03 04:26:08,desktop,6.18,4
1526,742,2024-12-11 16:08:08,desktop,15.88,2
1527,1518,2024-01-20 10:54:42,desktop,2.46,9
1528,1789,2023-12-19 07:24:33,tablet,5.75,11
1529,1780,2024-02-29 01:50:36,tablet,6.63,4
1530,2249,2023-05-11 15:27:54,tablet,10.25,4
1531,679,2023-12-03 04:44:58,mobile,4.6,3
1532,365,2024-03-22 10:11:08,desktop,6.02,4
1533,2495,2024-10-31 12:10:56,tablet,12.42,8
1534,2169,2023-01-10 20:30:09,desktop,8.58,6
1535,1846,2024-09-11 14:21:34,mobile,7.95,8
1536,2100,2024-12-03 09:53:54,desktop,1.47,5
1537,2187,2023-01-20 13:12:26,desktop,4.63,2
1538,1980,2024-06-17 12:07:53,tablet,7.27,3
1539,1248,2024-12-03 23:20:08,tablet,8.34,10
1540,2283,2024-12-12 01:04:48,mobile,1.82,1
1541,250,2023-07-22 10:57:17,mobile,0.2,4
1542,1299,2023-07-16 13:24:10,mobile,12.02,6
1543,420,2024-09-08 12:24:10,desktop,3.52,5
1544,1484,2024-02-24 02:38:16,desktop,0.2,9
1545,2264,2023-05-11 18:03:12,tablet,1.51,4
1546,1122,2024-05-19 20:05:29,desktop,4.92,7
1547,219,2024-11-28 20:19:13,desktop,4.99,2
1548,784,2023-07-03 03:14:05,desktop,7.18,7
1549,1078,2023-07-16 07:47:53,tablet,4.42,1
1550,1108,2023-12-22 11:09:43,mobile,1.01,6
1551,779,2023-05-18 11:27:41,tablet,6.8,9
1552,890,2024-07-17 12:09:00,desktop,8.89,1
1553,1635,2023-08-21 11:49:38,desktop,5.69,4
1554,1080,2023-06-19 08:13:31,desktop,0.2,12
1555,2379,2023-03-01 03:43:02,tablet,4.64,2
1556,2371,2024-08-01 20:35:57,desktop,5.63,6
1557,1303,2023-03-11 13:13:05,desktop,3.46,5
1558,656,2023-05-09 05:16:22,desktop,2.46,4
1559,1760,2024-09-18 17:39:23,mobile,8.92,1
1560,2377,2024-10-26 11:20:28,desktop,0.2,6
1561,2430,2024-10-04 19:00:22,desktop,4.2,6
1562,2326,2023-08-08 00:53:45,desktop,5.64,5
1563,1090,2023-12-24 23:01:51,desktop,0.2,3
1564,451,2024-10-30 01:24:51,mobile,11.56,9
1565,1969,2024-01-15 07:29:49,desktop,6.51,1
1566,1314,2023-01-02 13:54:28,desktop,4.28,5
1567,278,2024-07-13 06:42:43,desktop,0.2,6
1568,2308,2023-06-07 00:33:59,tablet,5.78,4
1569,1029,2024-08-30 16:26:08,mobile,5.44,5
1570,396,2023-07-26 22:46:44,desktop,1.74,3
1571,1426,2024-10-25 22:19:41,mobile,8.65,6
1572,185,2024-09-26 23:44:20,mobile,3.77,6
1573,1983,2024-06-15 23:03:58,tablet,13.34,1
1574,1462,2023-09-05 11:23:03,mobile,6.37,6
1575,1775,2023-04-13 00:12:56,tablet,4.57,3
1576,128,2024-05-30 19:43:07,tablet,4.21,1
1577,108,2024-02-16 18:46:01,desktop,1.64,5
1578,1748,2023-11-18 15:31:41,tablet,6.85,6
1579,2131,2024-07-14 14:11:30,tablet,7.26,4
1580,947,2024-02-14 11:04:05,desktop,9.63,6
1581,1000,2024-01-11 15:34:10,mobile,7.59,2
1582,1477,2024-11-30 18:52:48,tablet,8.8,5
1583,1442,2024-09-24 16:46:51,tablet,2.94,1
1584,2150,2023-09-30 16:03:36,desktop,3.3,4
1585,2332,2024-09-12 18:34:50,tablet,7.31,5
1586,54,2024-10-17 16:49:12,desktop,9.01,1
1587,76,2024-03-21 17:18:36,desktop,8.01,9
1588,80,2023-06-12 11:38:38,mobile,3.05,6
1589,1001,2023-05-28 01:09:33,mobile,3.7,4
1590,24,2023-02-19 09:06:17,mobile,0.58,6
1591,1950,2024-04-12 19:27:37,mobile,0.2,6
1592,1445,2024-11-15 17:56:21,mobile,8.53,6
1593,1253,2023-07-03 17:06:49,mobile,3.86,2
1594,2013,2024-08-17 03:23:02,mobile,8.59,1
1595,108,2023-04-11 11:34:24,desktop,9.65,3
1596,2014,2024-06-19 10:34:56,desktop,7.21,3
1597,774,2024-10-05 03:24:25,desktop,1.94,4
1598,716,2024-10-23 17:43:39,tablet,12.56,2
1599,756,2024-10-31 08:35:12,desktop,4.5,1
1600,2475,2023-08-04 14:21:49,mobile,8.95,1
1601,608,2023-02-16 08:33:33,desktop,0.2,6
1602,486,2023-09-11 14:48:22,tablet,0.61,4
1603,1950,2023-07-31 14:45:47,mobile,6.71,2
1604,1340,2023-02-19 19:31:54,desktop,0.95,2
1605,2340,2023-11-08 11:22:57,tablet,4.88,1
1606,1750,2023-12-27 12:11:07,mobile,8.45,7
1607,1279,2023-01-24 01:28:08,desktop,12.41,7
1608,565,2024-12-29 23:29:29,desktop,1.53,5
1609,537,2024-07-24 19:47:13,tablet,11.52,3
1610,546,2023-05-25 04:34:12,mobile,16.03,3
1611,307,2024-06-20 06:42:08,tablet,2.89,5
1612,2156,2023-03-20 11:42:50,desktop,5.17,3
1613,1020,2024-10-25 10:10:25,desktop,9.54,8
1614,2355,2024-03-05 10:36:30,tablet,5.99,3
1615,1984,2024-01-30 13:07:41,desktop,5.21,6
1616,598,2024-09-05 06:10:55,tablet,10.3,7
1617,1287,2023-05-04 16:56:52,desktop,8.68,8
1618,170,2023-11-21 15:59:51,desktop,3.8,7
1619,486,2024-07-22 04:10:01,desktop,5.21,8
1620,551,2024-04-16 12:40:39,tablet,12.58,2
1621,1708,2023-11-11 04:25:07,desktop,8.1,2
1622,888,2023-10-12 15:36:27,desktop,9.17,1
1623,958,2023-06-16 20:28:44,tablet,6.07,7
1624,2126,2023-07-30 07:38:29,tablet,3.48,8
1625,1070,2024-03-15 08:50:45,tablet,7.47,4
1626,990,2023-11-13 13:10:30,tablet,4.0,6
1627,2484,2024-08-26 10:11:46,tablet,16.08,7
1628,1834,2023-06-11 14:46:56,tablet,10.71,1
1629,1922,2024-12-07 05:05:28,mobile,4.77,7
1630,736,2023-03-27 17:28:01,mobile,5.8,6
1631,2006,2023-03-18 02:42:08,tablet,8.74,3
1632,171,2023-03-04 12:22:22,desktop,7.11,1
1633,648,2024-12-18 16:29:46,tablet,13.43,6
1634,1051,2023-06-18 09:10:27,tablet,11.17,5
1635,1949,2024-11-24 17:53:10,desktop,8.08,7
1636,862,2023-08-26 06:10:40,desktop,4.25,7
1637,2147,2023-08-23 16:02:30,tablet,11.21,1
1638,637,2024-10-24 04:31:20,mobile,1.94,2
1639,1834,2023-10-25 10:52:12,mobile,6.23,1
1640,1382,2023-04-11 17:35:56,tablet,13.38,3
1641,1929,2024-11-16 22:38:47,tablet,0.2,7
1642,990,2024-03-16 11:03:35,tablet,8.02,2
1643,64,2023-10-04 00:26:59,mobile,5.87,8
1644,2317,2024-08-20 23:07:10,tablet,4.29,1
1645,1087,2024-02-24 09:17:42,tablet,2.2,6
1646,618,2023-06-25 02:57:52,desktop,0.2,5
1647,134,2024-11-01 00:26:37,tablet,12.66,1
1648,1812,2023-08-02 03:14:17,mobile,11.64,7
1649,460,2023-01-11 14:41:59,mobile,3.43,5
1650,325,2023-04-06 21:14:04,tablet,5.86,6
1651,382,2024-12-20 17:47:50,tablet,9.44,6
1652,1578,2024-03-03 14:40:05,desktop,4.19,1
1653,1115,2023-01-22 21:47:59,mobile,10.1,4
1654,1992,2023-07-31 04:07:26,mobile,0.2,1
1655,659,2024-05-15 19:14:29,desktop,6.73,6
1656,551,2023-05-25 03:54:39,tablet,6.17,7
1657,653,2023-10-24 06:46:29,desktop,7.61,3
1658,1872,2024-05-21 02:37:06,desktop,6.49,5
1659,921,2024-04-26 05:35:40,desktop,9.48,8
1660,2497,2023-03-18 05:57:29,mobile,12.84,4
1661,2399,2024-01-25 23:22:46,desktop,12.49,5
1662,1040,2024-12-13 20:19:30,desktop,8.0,1
1663,2003,2023-01-03 16:02:52,mobile,5.89,4
1664,1858,2024-10-06 12:27:49,desktop,1.92,8
1665,520,2023-09-30 17:46:13,mobile,4.02,1
1666,1291,2023-12-21 18:11:12,mobile,3.63,9
1667,1693,2023-02-08 13:14:18,tablet,8.28,4
1668,2202,2024-06-14 17:55:37,mobile,4.1,5
1669,2387,2024-05-06 02:16:28,desktop,2.67,6
1670,2217,2023-03-04 19:32:02,tablet,1.14,2
1671,119,2023-04-15 23:27:43,tablet,3.01,4
1672,2492,2024-10-13 23:26:39,mobile,3.48,4
1673,1499,2024-07-23 08:37:17,desktop,5.95,3
1674,1427,2024-09-05 21:33:28,desktop,9.45,3
1675,157,2023-01-04 04:10:06,tablet,1.95,1
1676,173,2023-07-20 08:29:27,tablet,6.44,5
1677,507,2023-08-23 07:56:52,desktop,8.73,2
1678,66,2024-02-08 02:16:03,desktop,11.02,6
1679,2028,2024-05-22 17:13:34,desktop,8.79,1
1680,1448,2024-06-11 04:32:14,mobile,1.11,4
1681,1435,2023-07-23 17:38:46,tablet,7.17,5
1682,1663,2024-04-07 09:06:09,desktop,8.22,9
1683,1581,2023-03-02 12:37:14,tablet,6.43,5
1684,1495,2023-06-27 09:47:36,mobile,3.46,7
1685,1211,2023-02-04 08:53:24,mobile,4.52,8
1686,2418,2023-10-17 12:56:13,mobile,0.75,6
1687,1941,2024-03-18 17:28:54,mobile,13.62,8
1688,1655,2024-11-06 06:24:18,desktop,5.97,4
1689,64,2024-02-18 18:11:36,tablet,7.89,5
1690,2136,2024-02-11 10:48:00,tablet,4.45,8
1691,195,2024-04-06 07:52:09,desktop,16.83,6
1692,70,2024-03-11 08:07:12,mobile,0.71,6
1693,1010,2024-11-14 09:49:57,tablet,10.42,3
1694,2193,2023-07-27 05:34:30,desktop,0.2,2
1695,281,2023-06-26 13:02:22,desktop,6.9,6
1696,764,2023-11-20 16:28:43,tablet,1.47,1
1697,46,2023-05-19 06:55:58,mobile,6.48,10
1698,2424,2024-08-06 19:35:55,tablet,3.01,1
1699,1629,2024-12-18 06:33:47,tablet,6.27,12
1700,1351,2024-10-20 06:43:09,tablet,8.02,5
1701,2203,2023-06-02 16:37:26,tablet,0.2,4
1702,2237,2023-02-27 10:41:09,desktop,2.91,1
1703,577,2023-03-05 22:31:54,mobile,0.2,8
1704,1048,2023-06-03 02:03:07,tablet,6.73,9
1705,1937,2024-12-25 18:23:32,desktop,5.96,1
1706,2069,2023-06-16 06:49:14,desktop,6.74,6
1707,1320,2023-05-13 03:17:17,desktop,4.04,7
1708,898,2024-09-20 09:27:06,desktop,10.51,5
1709,2252,2024-11-21 10:24:58,tablet,0.2,1
1710,865,2024-05-08 07:23:15,desktop,6.42,4
1711,868,2023-06-17 00:03:32,desktop,11.82,6
1712,16,2023-08-06 17:32:56,tablet,10.21,4
1713,821,2024-04-29 20:02:51,tablet,2.17,7
1714,1091,2023-11-25 20:57:56,tablet,2.54,4
1715,1660,2024-06-11 09:02:57,mobile,9.69,4
1716,331,2023-05-09 00:39:01,tablet,6.88,3
1717,2475,2023-02-23 16:38:27,desktop,0.3,1
1718,1693,2023-07-15 10:02:05,mobile,0.2,3
1719,1905,2024-08-05 15:06:16,tablet,8.4,4
1720,157,2024-09-24 01:59:00,mobile,8.42,2
1721,652,2024-03-28 16:54:09,tablet,5.28,4
1722,601,2024-12-07 09:55:04,mobile,10.12,4
1723,580,2024-12-29 05:18:51,mobile,10.24,2
1724,1692,2024-02-24 23:01:04,mobile,0.2,5
1725,1926,2023-04-28 06:00:11,desktop,0.2,7
1726,1183,2024-12-10 22:22:33,tablet,7.4,1
1727,2183,2024-12-16 16:53:29,desktop,2.49,4
1728,781,2023-08-01 10:49:23,mobile,9.06,1
1729,1764,2024-12-31 07:45:14,mobile,0.2,7
1730,2021,2023-07-12 17:12:58,mobile,5.13,4
1731,1844,2024-01-15 06:30:53,desktop,8.09,1
1732,1953,2023-09-24 17:17:00,desktop,2.49,7
1733,2481,2024-04-17 19:03:37,tablet,0.2,1
1734,608,2023-12-13 03:41:20,desktop,11.61,3
1735,1938,2023-11-09 11:25:52,tablet,4.43,2
1736,200,2024-05-07 18:26:34,desktop,4.29,1
1737,1267,2024-06-07 13:41:00,desktop,0.2,6
1738,306,2024-07-20 09:34:48,mobile,12.08,7
1739,2285,2024-06-07 12:41:25,desktop,8.96,4
1740,1346,2024-04-23 17:34:12,mobile,10.0,1
1741,1621,2023-02-14 19:33:11,mobile,0.2,2
1742,1875,2023-03-18 07:53:26,tablet,5.62,4
1743,2095,2023-09-30 07:53:36,tablet,8.96,8
1744,335,2023-07-26 17:39:40,mobile,8.07,2
1745,227,2024-01-09 18:15:18,tablet,0.2,4
1746,1945,2023-11-11 09:59:07,mobile,4.34,7
1747,678,2023-06-05 22:56:49,desktop,0.2,3
1748,772,2024-07-08 18:52:16,mobile,1.03,7
1749,40,2023-10-03 13:55:38,tablet,6.52,10
1750,436,2023-03-11 20:00:52,tablet,8.3,1
1751,1663,2024-01-18 19:00:33,tablet,4.81,1
1752,2036,2023-04-04 04:09:22,mobile,6.29,3
1753,2334,2024-07-23 11:56:43,mobile,7.73,6
1754,1903,2024-08-10 16:22:46,desktop,5.06,3
1755,2387,2024-12-04 10:19:40,mobile,8.68,3
1756,2036,2023-08-23 09:49:11,mobile,3.55,1
1757,2448,2024-08-01 12:05:38,tablet,3.4,4
1758,1257,2023-05-05 12:30:42,tablet,4.66,10
1759,549,2023-04-12 01:48:19,mobile,1.2,3
1760,20,2023-12-16 11:59:21,desktop,5.77,1
1761,1898,2023-04-20 16:30:06,desktop,10.76,7
1762,441,2023-03-08 04:39:02,tablet,6.84,3
1763,1313,2023-04-13 06:46:42,desktop,4.51,9
1764,2211,2023-01-10 03:17:31,desktop,2.9,1
1765,32,2023-01-03 17:33:31,desktop,8.92,3
1766,1732,2024-03-21 12:03:00,tablet,7.36,8
1767,2393,2023-07-20 11:21:12,desktop,8.15,5
1768,1572,2023-05-23 21:20:56,desktop,7.97,2
1769,2041,2023-10-23 14:17:42,desktop,2.95,3
1770,103,2024-06-13 13:01:19,tablet,7.2,2
1771,1472,2024-01-18 17:50:32,mobile,4.95,10
1772,1233,2024-02-07 08:59:54,tablet,2.91,7
1773,1707,2023-08-25 03:23:16,desktop,8.78,5
1774,2430,2023-04-03 19:05:33,desktop,0.2,1
1775,548,2024-12-27 23:56:00,desktop,2.34,5
1776,655,2024-09-26 09:34:44,mobile,12.02,7
1777,1942,2024-04-12 18:37:48,tablet,7.23,4
1778,1746,2024-08-03 02:49:43,tablet,8.57,2
1779,451,2023-11-07 16:20:13,mobile,0.2,10
1780,1173,2023-02-25 02:41:13,mobile,12.93,6
1781,1092,2023-06-08 00:46:55,mobile,0.2,9
1782,494,2024-01-22 07:06:50,mobile,10.69,2
1783,2351,2024-05-17 06:00:17,tablet,13.24,7
1784,536,2023-05-23 16:27:55,desktop,0.4,5
1785,868,2024-04-15 23:26:12,desktop,6.93,4
1786,700,2024-10-06 20:52:09,desktop,0.2,1
1787,655,2024-12-29 16:34:51,tablet,7.15,9
1788,957,2023-03-19 00:23:38,mobile,8.16,2
1789,2130,2023-08-11 07:22:34,tablet,13.2,3
1790,258,2023-01-15 06:50:25,desktop,17.93,8
1791,1316,2023-12-17 15:42:28,mobile,0.2,5
1792,1909,2024-08-11 03:19:25,tablet,5.04,1
1793,2463,2024-08-02 23:40:27,mobile,12.65,7
1794,99,2024-11-29 07:26:54,desktop,9.16,5
1795,1022,2023-06-06 00:52:24,tablet,11.73,9
1796,593,2023-12-08 00:48:45,desktop,8.32,4
1797,1935,2024-10-23 01:56:42,desktop,9.14,6
1798,1744,2024-08-01 19:31:36,mobile,2.53,8
1799,111,2024-10-24 23:57:36,desktop,8.55,7
1800,692,2024-05-09 16:18:05,mobile,3.57,8
1801,1900,2024-12-28 12:20:33,desktop,8.11,5
1802,2101,2024-11-28 13:33:29,tablet,7.4,8
1803,1717,2024-08-21 18:45:38,tablet,2.35,7
1804,1330,2024-11-18 17:21:53,tablet,4.1,3
1805,1823,2023-04-22 04:19:14,tablet,10.57,3
1806,2444,2024-12-01 09:45:16,mobile,11.19,10
1807,1562,2024-04-01 13:35:18,mobile,5.73,5
1808,730,2023-05-01 02:11:23,tablet,12.81,9
1809,1107,2023-11-29 10:40:42,tablet,7.34,2
1810,1809,2024-10-20 03:00:54,tablet,6.51,6
1811,191,2023-06-30 20:51:17,desktop,8.8,5
1812,1110,2023-06-05 13:09:33,desktop,4.62,2
1813,2233,2023-02-08 10:56:22,tablet,5.56,9
1814,1742,2023-10-06 21:04:40,mobile,8.21,7
1815,1938,2023-03-03 10:29:09,mobile,3.15,5
1816,508,2023-11-10 15:25:41,tablet,6.4,7
1817,2076,2023-03-01 20:47:02,desktop,10.37,6
1818,1190,2023-12-01 10:31:02,desktop,10.71,6
1819,1160,2024-09-20 23:12:25,mobile,7.47,3
1820,1034,2023-03-24 18:20:12,tablet,3.26,9
1821,1482,2024-12-17 10:28:03,mobile,12.45,5
