order_id,customer_id,order_date,status,payment_method
2239,1521,2023-11-19 22:28:13,completed,paypal
2240,1787,2024-10-15 11:07:51,completed,credit_card
2241,1558,2024-07-14 06:06:46,cancelled,gift_card
2242,1459,2023-01-12 04:39:55,completed,credit_card
2243,584,2022-09-21 13:26:49,returned,paypal
2244,952,2023-03-11 04:04:01,completed,credit_card
2245,1993,2022-03-23 17:45:28,completed,credit_card
2246,526,2024-01-17 21:13:21,completed,paypal
2247,729,2024-03-05 12:20:22,pending,bank_transfer
2248,2036,2024-05-23 00:56:22,returned,credit_card
2249,248,2022-11-16 17:44:37,pending,debit_card
2250,1879,2023-09-16 04:21:06,returned,bank_transfer
2251,903,2024-08-24 16:12:59,completed,debit_card
2252,420,2024-11-23 18:55:53,completed,debit_card
2253,1408,2024-02-11 15:57:13,returned,gift_card
2254,1529,2023-11-22 07:39:47,completed,credit_card
2255,1929,2024-06-06 12:47:44,returned,paypal
2256,521,2023-09-18 01:54:10,completed,debit_card
2257,1183,2024-12-25 12:55:59,completed,debit_card
2258,1105,2023-05-06 15:56:18,completed,paypal
2259,1663,2022-03-29 16:39:39,completed,gift_card
2260,1142,2024-12-30 16:47:47,completed,credit_card
2261,2347,2024-01-27 14:11:21,cancelled,bank_transfer
2262,1423,2022-03-27 14:27:10,returned,gift_card
2263,699,2023-07-22 19:34:46,returned,gift_card
2264,1910,2024-04-17 04:32:12,returned,gift_card
2265,868,2023-08-16 06:29:08,completed,credit_card
2266,2300,2024-11-22 09:14:25,returned,bank_transfer
2267,2059,2024-11-22 02:05:17,completed,credit_card
2268,2378,2023-12-09 07:34:06,returned,paypal
2269,992,2024-02-25 06:48:45,completed,debit_card
2270,1623,2024-01-21 11:49:42,cancelled,debit_card
2271,229,2022-09-28 04:23:49,completed,gift_card
2272,1940,2024-07-07 13:50:14,completed,credit_card
2273,1080,2023-08-25 03:00:19,returned,credit_card
2274,974,2024-07-12 06:48:10,pending,debit_card
2275,354,2022-06-24 21:18:16,returned,credit_card
2276,732,2024-12-05 21:10:47,completed,gift_card
2277,2261,2024-06-26 12:01:39,pending,gift_card
2278,824,2023-02-03 17:10:53,returned,paypal
2279,97,2022-02-15 17:31:28,returned,debit_card
2280,1676,2024-03-05 10:13:39,completed,credit_card
2281,1935,2023-08-15 16:22:06,pending,paypal
2282,2338,2023-11-03 09:28:02,completed,gift_card
2283,2110,2022-09-02 22:27:59,pending,debit_card
2284,127,2024-01-09 19:27:06,returned,credit_card
2285,1101,2024-09-10 11:59:23,pending,paypal
2286,549,2024-10-02 06:32:00,completed,paypal
2287,395,2024-04-06 22:31:07,pending,bank_transfer
2288,396,2022-06-24 14:22:05,completed,credit_card
2289,1746,2022-01-10 12:24:58,pending,gift_card
2290,1962,2022-05-15 03:24:15,returned,credit_card
2291,2349,2022-09-01 21:13:28,cancelled,credit_card
2292,2084,2023-11-28 02:18:23,completed,gift_card
2293,2349,2023-12-13 03:47:29,pending,debit_card
2294,636,2023-07-18 22:06:13,completed,gift_card
2295,1120,2022-10-30 06:35:37,completed,credit_card
2296,2421,2024-01-19 19:40:37,completed,bank_transfer
2297,100,2023-09-04 11:26:06,completed,debit_card
2298,1208,2024-08-03 02:22:57,cancelled,gift_card
2299,603,2024-02-26 14:29:34,returned,paypal
2300,2281,2024-02-17 20:51:31,cancelled,credit_card
2301,889,2024-11-25 15:47:15,completed,paypal
2302,82,2024-03-18 08:37:34,completed,gift_card
2303,1536,2023-05-06 02:50:37,completed,credit_card
2304,1746,2024-07-03 05:07:36,pending,credit_card
2305,434,2024-07-31 13:43:36,completed,bank_transfer
2306,5,2023-08-23 14:14:21,pending,credit_card
2307,1551,2024-09-03 12:14:39,completed,debit_card
2308,231,2023-03-23 18:32:54,completed,debit_card
2309,1752,2024-09-22 18:37:55,completed,debit_card
2310,2372,2022-08-10 22:04:51,completed,gift_card
2311,1105,2023-05-17 17:45:28,cancelled,gift_card
2312,475,2024-11-17 15:55:07,completed,paypal
2313,2133,2023-11-15 11:50:33,cancelled,debit_card
2314,899,2022-06-24 11:22:04,returned,credit_card
2315,136,2024-04-02 16:50:35,pending,gift_card
2316,136,2023-09-26 00:49:20,pending,debit_card
2317,81,2022-10-15 13:24:18,completed,gift_card
2318,2,2024-10-13 01:01:30,completed,debit_card
2319,205,2024-11-17 05:34:06,returned,paypal
2320,117,2022-04-10 06:31:46,returned,debit_card
2321,1826,2022-12-28 22:27:38,returned,credit_card
2322,2229,2023-08-10 10:19:25,completed,gift_card
2323,2286,2023-09-22 15:05:13,completed,credit_card
2324,482,2024-05-14 01:47:07,completed,debit_card
2325,797,2023-04-18 10:21:56,cancelled,paypal
2326,1541,2024-06-27 23:06:40,cancelled,bank_transfer
2327,249,2023-07-28 08:34:32,returned,bank_transfer
2328,576,2023-12-30 16:22:27,returned,debit_card
2329,285,2023-01-23 12:41:42,completed,gift_card
2330,236,2023-04-07 02:33:36,completed,debit_card
2331,1964,2023-09-02 18:58:33,completed,bank_transfer
2332,368,2022-09-25 13:56:33,pending,gift_card
2333,1311,2023-05-18 10:45:30,returned,credit_card
2334,1492,2024-10-23 11:17:25,completed,debit_card
2335,2251,2024-08-16 16:58:30,completed,paypal
2336,856,2022-12-31 00:13:37,cancelled,debit_card
2337,277,2022-04-23 05:28:04,pending,bank_transfer
2338,229,2024-10-08 22:06:33,completed,paypal
2339,1586,2024-10-25 15:54:26,pending,bank_transfer
2340,2364,2023-12-13 20:27:05,completed,bank_transfer
2341,1851,2022-12-26 12:42:04,completed,debit_card
2342,1667,2024-01-19 01:54:09,completed,gift_card
2343,563,2024-06-03 15:01:50,returned,gift_card
2344,1463,2022-04-05 19:51:34,completed,debit_card
2345,583,2024-08-09 12:01:25,completed,paypal
2346,919,2022-01-26 06:21:19,returned,debit_card
2347,2018,2024-02-14 08:51:53,completed,credit_card
2348,930,2023-03-03 18:12:45,pending,debit_card
2349,1318,2022-06-12 04:43:26,completed,bank_transfer
2350,105,2022-07-17 01:57:31,completed,credit_card
2351,1853,2024-12-01 23:37:24,completed,credit_card
2352,1073,2024-10-07 10:35:23,completed,bank_transfer
2353,1112,2022-03-15 16:56:16,returned,gift_card
2354,495,2022-04-09 20:53:24,completed,gift_card
2355,122,2024-04-03 03:22:27,cancelled,gift_card
2356,2462,2023-08-22 13:06:29,returned,debit_card
2357,2454,2022-08-15 13:38:18,completed,bank_transfer
2358,564,2022-02-25 22:42:57,pending,debit_card
2359,2304,2023-12-10 23:06:40,cancelled,gift_card
2360,1101,2024-11-23 03:05:44,completed,bank_transfer
2361,2499,2023-10-30 05:49:10,completed,paypal
2362,52,2024-07-17 16:56:29,pending,credit_card
2363,2089,2024-09-20 22:26:17,cancelled,credit_card
2364,2302,2024-05-05 15:07:25,completed,bank_transfer
2365,70,2022-01-31 23:00:37,completed,bank_transfer
2366,510,2024-08-31 23:47:32,pending,paypal
2367,2133,2022-08-24 08:28:12,completed,bank_transfer
2368,639,2024-08-29 17:42:47,returned,gift_card
2369,2106,2022-10-08 03:51:03,pending,paypal
2370,1384,2023-03-13 14:09:30,completed,bank_transfer
2371,412,2024-03-04 08:43:53,completed,debit_card
2372,2392,2023-07-24 21:37:10,completed,paypal
2373,515,2023-08-22 16:18:09,pending,debit_card
2374,1250,2024-08-27 13:13:12,completed,debit_card
2375,1221,2024-06-12 11:34:41,pending,credit_card
2376,1998,2024-11-06 17:36:41,completed,gift_card
2377,1127,2022-07-20 06:46:24,completed,gift_card
2378,179,2024-06-29 10:49:56,completed,bank_transfer
2379,2475,2024-09-29 16:36:15,completed,paypal
2380,1420,2024-11-05 20:31:54,cancelled,bank_transfer
2381,2295,2023-04-27 10:23:15,completed,credit_card
2382,1163,2024-10-22 03:35:48,pending,bank_transfer
2383,131,2022-02-20 22:18:55,cancelled,credit_card
2384,2060,2023-12-30 20:51:22,cancelled,credit_card
2385,734,2024-10-01 05:55:43,completed,debit_card
2386,1899,2024-10-06 18:26:58,returned,debit_card
2387,2191,2022-04-09 01:54:59,completed,debit_card
2388,480,2024-04-10 08:05:33,completed,gift_card
2389,884,2023-12-21 14:57:50,pending,bank_transfer
2390,970,2023-07-08 16:25:17,cancelled,credit_card
2391,1668,2023-09-24 17:16:44,completed,debit_card
2392,1572,2024-05-26 16:32:33,cancelled,debit_card
2393,1612,2024-10-04 10:08:32,completed,gift_card
2394,2438,2022-05-20 07:30:40,completed,debit_card
2395,1048,2024-10-10 15:26:32,completed,gift_card
2396,681,2022-10-20 10:42:47,cancelled,paypal
2397,1631,2022-03-23 23:32:58,completed,debit_card
2398,1303,2023-07-28 06:40:59,completed,credit_card
2399,1906,2023-09-18 19:06:10,completed,bank_transfer
2400,1443,2024-04-27 23:28:47,completed,gift_card
2401,1839,2024-09-27 20:34:35,pending,gift_card
2402,237,2023-09-14 07:45:17,completed,bank_transfer
2403,2027,2024-12-17 11:56:05,completed,gift_card
2404,2171,2022-01-12 19:46:55,pending,gift_card
2405,433,2023-07-12 00:18:26,cancelled,paypal
2406,2305,2024-09-25 08:56:42,completed,credit_card
2407,444,2024-09-14 05:44:31,cancelled,bank_transfer
2408,375,2024-07-23 02:49:32,pending,paypal
2409,2340,2022-10-21 16:17:25,completed,bank_transfer
2410,1638,2024-06-25 17:08:08,completed,credit_card
2411,1632,2024-02-20 02:35:51,returned,credit_card
2412,411,2022-01-13 05:26:57,pending,paypal
2413,172,2024-04-18 03:29:16,pending,credit_card
2414,1552,2024-02-08 09:46:47,cancelled,bank_transfer
2415,1954,2023-07-16 01:26:39,pending,credit_card
2416,1744,2023-02-27 06:32:03,returned,paypal
2417,639,2023-11-10 09:13:05,pending,debit_card
2418,1079,2024-10-10 19:06:36,completed,debit_card
2419,931,2022-08-25 16:51:19,cancelled,debit_card
2420,796,2023-12-23 00:05:12,completed,credit_card
2421,1894,2023-09-13 11:11:08,returned,paypal
2422,254,2022-03-31 10:53:47,returned,gift_card
2423,1790,2022-09-22 20:40:04,completed,credit_card
2424,2019,2024-01-31 15:06:38,completed,bank_transfer
2425,1085,2023-09-25 14:49:10,completed,gift_card
2426,2384,2023-06-09 23:08:30,pending,paypal
2427,1313,2024-01-02 19:27:11,cancelled,debit_card
2428,1755,2023-09-18 12:28:46,cancelled,debit_card
2429,2308,2023-08-25 13:04:28,completed,bank_transfer
2430,1243,2024-05-23 23:05:51,completed,credit_card
2431,2165,2022-08-17 23:10:54,completed,paypal
2432,464,2024-03-19 19:51:21,completed,gift_card
2433,1838,2024-01-17 00:49:32,completed,gift_card
2434,2000,2023-04-07 05:02:10,pending,credit_card
2435,1613,2024-06-30 15:11:20,cancelled,paypal
2436,762,2024-02-18 10:37:31,completed,bank_transfer
2437,459,2023-07-31 07:14:10,returned,paypal
2438,2002,2023-11-20 04:51:48,pending,bank_transfer
2439,1637,2024-01-16 03:59:14,pending,gift_card
2440,1558,2024-02-27 04:39:44,cancelled,gift_card
2441,1419,2024-05-16 07:06:42,returned,debit_card
2442,905,2023-02-13 04:15:31,completed,gift_card
2443,723,2023-11-19 12:15:58,completed,debit_card
2444,2493,2023-03-18 12:41:23,cancelled,bank_transfer
2445,1739,2024-11-13 10:13:01,completed,paypal
2446,1802,2022-10-08 01:42:58,cancelled,bank_transfer
2447,2239,2023-03-27 14:24:36,returned,debit_card
2448,1311,2023-11-03 23:12:01,cancelled,bank_transfer
2449,2122,2023-07-22 14:18:54,cancelled,credit_card
2450,254,2024-06-20 08:45:16,pending,bank_transfer
2451,122,2022-01-09 16:54:04,cancelled,debit_card
2452,1002,2023-02-15 06:22:20,completed,paypal
2453,1748,2024-01-19 14:04:26,returned,debit_card
2454,1724,2023-10-10 22:26:17,completed,debit_card
2455,1111,2023-01-14 23:36:41,cancelled,debit_card
2456,2330,2024-07-14 18:56:48,completed,bank_transfer
2457,2383,2022-10-25 17:21:29,completed,bank_transfer
2458,2189,2024-12-01 21:59:18,completed,credit_card
2459,132,2024-11-30 15:41:37,cancelled,gift_card
2460,1654,2024-08-19 12:16:10,pending,credit_card
2461,1336,2022-10-09 17:48:02,cancelled,gift_card
2462,1383,2022-08-14 13:57:29,completed,bank_transfer
2463,796,2024-05-04 06:16:04,returned,credit_card
2464,1212,2023-09-21 11:28:47,completed,debit_card
2465,521,2023-11-30 11:52:06,returned,bank_transfer
2466,1092,2023-09-05 17:27:05,completed,credit_card
2467,2125,2023-05-25 09:35:53,pending,credit_card
2468,1825,2024-07-01 13:55:27,completed,gift_card
2469,389,2022-03-10 20:20:27,completed,paypal
2470,1128,2023-05-22 22:39:22,cancelled,paypal
2471,1990,2023-02-10 04:55:22,pending,credit_card
2472,1474,2022-07-17 18:15:40,completed,gift_card
2473,2051,2024-02-14 17:53:55,returned,debit_card
2474,1707,2022-06-07 23:34:03,pending,bank_transfer
2475,923,2024-09-23 20:47:31,pending,debit_card
2476,837,2022-09-30 17:57:21,cancelled,bank_transfer
2477,1815,2023-05-22 13:36:50,pending,credit_card
2478,1233,2024-08-08 11:33:14,completed,bank_transfer
2479,2098,2023-01-27 11:04:28,returned,bank_transfer
2480,881,2024-03-04 09:09:28,completed,paypal
2481,1612,2024-07-07 02:43:31,pending,gift_card
2482,2031,2023-07-02 19:43:58,pending,paypal
2483,82,2024-11-27 17:51:09,cancelled,bank_transfer
2484,1720,2023-10-16 03:21:07,returned,gift_card
2485,1776,2024-06-25 15:52:11,completed,paypal
2486,799,2022-06-26 17:56:13,completed,gift_card
2487,1797,2024-05-18 05:51:19,cancelled,debit_card
2488,803,2022-08-04 00:23:13,completed,bank_transfer
2489,1260,2024-12-12 21:43:44,completed,bank_transfer
2490,579,2022-12-08 13:45:56,returned,gift_card
2491,1983,2024-03-02 11:48:26,completed,credit_card
2492,1887,2024-01-30 00:41:38,completed,credit_card
2493,1530,2024-10-20 00:06:36,returned,debit_card
2494,624,2024-10-25 02:09:44,completed,credit_card
2495,2164,2024-09-30 15:36:14,completed,credit_card
2496,917,2023-02-20 08:56:53,returned,paypal
2497,862,2024-06-07 19:36:25,completed,gift_card
2498,2471,2023-05-08 17:28:24,returned,gift_card
2499,1544,2024-02-03 09:18:28,returned,gift_card
2500,1438,2022-07-06 19:42:13,completed,gift_card
2501,362,2022-04-26 16:21:59,completed,gift_card
2502,309,2024-12-27 02:27:41,returned,credit_card
2503,883,2024-09-22 10:13:02,completed,gift_card
2504,990,2022-11-07 10:10:54,returned,gift_card
2505,333,2024-07-29 05:08:31,returned,debit_card
2506,1914,2024-04-05 07:25:24,returned,bank_transfer
2507,142,2024-04-24 16:55:58,completed,bank_transfer
2508,1097,2024-03-11 00:35:51,completed,credit_card
2509,1997,2024-11-12 20:53:38,returned,gift_card
2510,992,2023-01-19 01:14:34,completed,paypal
2511,1927,2024-06-13 20:29:53,completed,bank_transfer
2512,154,2024-09-02 12:27:11,pending,credit_card
2513,332,2023-12-14 13:19:25,returned,debit_card
2514,1146,2023-02-23 06:54:02,returned,bank_transfer
2515,1778,2023-11-01 21:22:52,completed,gift_card
2516,1767,2024-02-22 14:58:17,completed,credit_card
2517,2173,2022-10-25 02:31:16,completed,debit_card
2518,2378,2024-08-17 04:54:49,returned,bank_transfer
2519,2164,2024-08-05 15:19:46,completed,debit_card
2520,1753,2023-12-25 11:12:30,completed,credit_card
2521,152,2024-09-16 14:31:52,completed,paypal
2522,1265,2023-08-20 22:47:50,completed,credit_card
2523,1536,2024-02-10 15:45:23,pending,credit_card
2524,2466,2023-09-24 17:44:59,completed,paypal
2525,1588,2024-02-24 21:34:18,completed,credit_card
2526,1264,2023-03-19 09:08:40,cancelled,paypal
2527,1790,2024-01-20 15:09:55,pending,paypal
2528,898,2023-05-26 00:16:14,returned,bank_transfer
2529,54,2023-03-01 11:14:20,completed,paypal
2530,1367,2022-03-25 01:08:32,completed,debit_card
2531,1860,2022-08-07 20:22:56,cancelled,credit_card
2532,1666,2024-01-15 15:06:38,pending,paypal
2533,2456,2024-03-11 06:08:29,cancelled,paypal
2534,1753,2023-01-06 06:43:09,completed,gift_card
2535,807,2023-12-09 15:41:28,completed,credit_card
2536,2238,2023-11-30 19:01:47,pending,debit_card
2537,621,2024-11-20 22:52:53,completed,credit_card
2538,154,2024-12-13 11:30:52,completed,debit_card
2539,1512,2022-09-22 18:42:34,completed,paypal
2540,357,2024-07-13 01:44:45,pending,gift_card
2541,2017,2024-10-09 12:43:35,pending,paypal
2542,448,2024-03-13 10:52:42,completed,debit_card
2543,419,2024-09-15 12:33:15,completed,debit_card
2544,872,2024-02-25 19:59:24,completed,gift_card
2545,204,2024-12-31 09:21:57,completed,bank_transfer
2546,96,2022-03-06 16:35:26,completed,debit_card
2547,2103,2024-09-08 08:24:07,completed,credit_card
2548,569,2024-07-24 06:40:31,completed,paypal
2549,1461,2023-02-01 11:55:09,pending,paypal
2550,1409,2024-04-23 20:30:37,completed,paypal
2551,1878,2022-11-17 17:00:17,completed,credit_card
2552,203,2024-10-26 05:41:38,cancelled,debit_card
2553,1232,2024-01-23 20:28:20,returned,paypal
2554,721,2023-12-12 09:51:32,returned,gift_card
2555,1785,2023-04-29 19:31:03,completed,gift_card
2556,920,2024-11-30 18:46:51,completed,debit_card
2557,2157,2023-04-19 22:30:59,completed,bank_transfer
2558,1772,2024-12-28 20:53:56,cancelled,bank_transfer
2559,874,2024-07-09 00:44:15,completed,paypal
2560,1677,2024-08-13 22:51:41,completed,gift_card
2561,1805,2024-12-12 20:02:28,returned,credit_card
2562,1384,2023-12-29 09:47:01,completed,bank_transfer
2563,2246,2022-07-25 12:53:20,completed,debit_card
2564,1791,2022-11-28 22:56:15,completed,credit_card
2565,2331,2024-02-29 20:44:05,returned,bank_transfer
2566,1885,2024-04-05 14:09:17,completed,paypal
2567,1185,2022-07-06 13:11:25,completed,credit_card
2568,1940,2022-09-26 04:45:13,returned,bank_transfer
2569,871,2022-11-08 03:14:11,completed,paypal
2570,1798,2024-10-11 02:25:02,cancelled,credit_card
2571,1133,2023-12-16 06:04:57,cancelled,credit_card
2572,21,2024-09-29 03:54:48,returned,credit_card
2573,1429,2022-01-30 02:53:00,cancelled,paypal
2574,1312,2024-03-15 09:43:08,cancelled,paypal
2575,1133,2022-11-12 13:22:37,cancelled,paypal
2576,1574,2024-04-11 04:28:32,completed,paypal
2577,416,2023-11-19 22:40:24,completed,credit_card
2578,7,2024-07-31 14:10:23,completed,debit_card
2579,764,2023-11-21 13:56:14,returned,gift_card
2580,967,2022-12-15 03:39:19,completed,credit_card
2581,356,2024-01-24 11:01:06,completed,credit_card
2582,1561,2023-12-03 07:08:08,pending,gift_card
2583,692,2024-06-18 18:45:07,pending,paypal
2584,1315,2023-01-18 21:41:04,completed,bank_transfer
2585,1420,2022-12-28 04:20:34,cancelled,bank_transfer
2586,313,2023-10-25 10:13:36,completed,paypal
2587,1369,2022-01-30 03:53:51,completed,paypal
2588,1036,2024-06-30 00:36:04,cancelled,debit_card
2589,685,2024-09-12 05:33:46,cancelled,credit_card
2590,1167,2023-05-09 14:06:32,completed,gift_card
2591,2441,2024-11-18 14:52:01,cancelled,paypal
2592,2298,2024-12-18 20:01:49,completed,credit_card
2593,1263,2024-07-30 12:54:49,completed,credit_card
2594,1558,2024-02-23 02:32:46,cancelled,debit_card
2595,178,2024-09-20 20:41:48,completed,paypal
2596,292,2022-06-10 06:41:58,completed,paypal
2597,1354,2024-11-15 03:32:41,cancelled,paypal
2598,2267,2022-11-04 08:06:15,completed,bank_transfer
2599,998,2024-01-20 16:39:55,returned,paypal
2600,1201,2024-03-09 04:44:30,returned,gift_card
2601,1268,2023-09-04 20:36:30,returned,credit_card
2602,1113,2023-05-02 23:33:07,completed,bank_transfer
2603,310,2024-06-16 21:30:48,completed,paypal
2604,582,2024-12-01 10:13:47,cancelled,debit_card
2605,1354,2023-03-24 23:50:23,cancelled,gift_card
2606,1312,2023-08-14 10:42:48,completed,credit_card
2607,1371,2024-03-12 09:44:54,completed,debit_card
2608,960,2023-10-07 17:57:07,returned,credit_card
2609,2136,2024-07-23 04:23:50,pending,credit_card
2610,1519,2023-05-27 12:18:02,cancelled,bank_transfer
2611,2273,2023-10-25 09:59:59,pending,gift_card
2612,1818,2022-04-04 12:40:24,completed,credit_card
2613,387,2023-10-16 04:08:27,cancelled,credit_card
2614,1216,2024-07-02 11:55:45,returned,gift_card
2615,375,2024-07-13 15:17:03,returned,bank_transfer
2616,1492,2024-05-25 03:09:17,completed,credit_card
2617,18,2024-03-03 03:52:08,completed,gift_card
2618,2139,2024-09-27 04:36:17,returned,debit_card
2619,1267,2024-10-17 16:47:31,completed,credit_card
2620,1207,2022-08-13 17:22:10,cancelled,paypal
2621,2104,2023-12-22 23:51:20,completed,debit_card
2622,1574,2023-08-26 03:40:16,cancelled,gift_card
2623,460,2022-06-20 04:19:41,completed,credit_card
2624,116,2023-05-02 06:49:40,completed,bank_transfer
2625,1036,2024-07-26 10:12:14,completed,paypal
2626,898,2023-03-21 00:20:58,returned,credit_card
2627,1412,2023-09-26 23:53:45,returned,credit_card
2628,2,2023-07-26 12:48:50,completed,bank_transfer
2629,791,2024-03-19 22:00:50,pending,credit_card
2630,1699,2023-12-01 15:02:14,cancelled,paypal
2631,2337,2023-09-05 06:33:02,cancelled,gift_card
2632,1085,2022-07-26 05:02:01,completed,debit_card
2633,2199,2024-12-27 14:02:02,completed,bank_transfer
2634,715,2024-10-30 02:44:11,completed,credit_card
2635,803,2024-10-26 13:01:26,pending,gift_card
2636,732,2022-11-15 01:31:44,pending,bank_transfer
2637,771,2023-04-17 17:11:39,returned,credit_card
2638,1626,2024-10-04 15:16:07,completed,gift_card
2639,1439,2024-07-03 05:56:03,completed,gift_card
2640,1052,2023-09-02 09:58:57,completed,debit_card
2641,768,2022-02-14 05:57:44,completed,gift_card
2642,90,2023-10-19 07:03:32,completed,credit_card
2643,119,2024-07-23 06:43:33,completed,paypal
2644,577,2023-04-23 23:35:41,completed,gift_card
2645,2082,2024-11-01 01:17:01,completed,gift_card
2646,360,2023-01-03 10:05:11,completed,gift_card
2647,752,2024-12-03 17:51:35,completed,debit_card
2648,279,2023-08-05 10:21:49,returned,gift_card
2649,734,2024-10-14 17:42:40,pending,bank_transfer
2650,858,2024-03-05 14:49:01,completed,credit_card
2651,957,2024-12-30 18:58:43,completed,bank_transfer
2652,1039,2024-09-01 14:55:21,pending,credit_card
2653,1263,2022-06-09 04:52:07,completed,gift_card
2654,2050,2023-01-13 02:10:46,completed,credit_card
2655,888,2024-07-04 20:24:12,completed,paypal
2656,2148,2023-07-11 14:12:03,returned,bank_transfer
2657,589,2023-06-16 10:52:51,completed,bank_transfer
2658,1217,2023-10-28 19:05:41,completed,credit_card
2659,1231,2024-01-27 08:49:47,completed,paypal
2660,567,2022-03-19 06:36:51,pending,credit_card
2661,321,2023-03-07 13:57:17,returned,debit_card
2662,677,2023-04-16 17:47:15,completed,credit_card
2663,2087,2024-04-02 08:43:55,completed,gift_card
2664,856,2022-11-24 07:56:49,completed,bank_transfer
2665,558,2024-04-13 02:54:36,completed,debit_card
2666,764,2023-09-07 09:14:07,cancelled,debit_card
2667,423,2022-11-08 04:00:40,completed,gift_card
2668,1751,2024-12-07 10:26:20,completed,bank_transfer
2669,1419,2024-12-11 12:33:34,returned,gift_card
2670,142,2024-07-23 17:52:20,cancelled,credit_card
2671,2115,2022-03-05 17:47:23,completed,gift_card
2672,110,2024-01-06 02:39:47,completed,credit_card
2673,202,2024-12-19 20:47:54,returned,credit_card
2674,64,2023-09-03 10:24:47,completed,bank_transfer
2675,409,2024-03-18 17:44:03,completed,bank_transfer
2676,2175,2024-10-26 13:17:29,completed,gift_card
2677,817,2023-08-09 16:51:28,pending,credit_card
2678,680,2024-10-12 18:23:14,completed,credit_card
2679,1817,2023-06-23 06:58:02,completed,bank_transfer
2680,731,2023-05-16 06:34:11,completed,debit_card
2681,1727,2024-06-05 02:51:30,completed,credit_card
2682,1562,2022-10-31 23:27:06,cancelled,debit_card
2683,526,2024-06-24 21:26:20,cancelled,gift_card
2684,2012,2022-04-22 19:34:11,completed,debit_card
2685,812,2022-06-29 08:54:14,returned,debit_card
2686,1839,2024-04-13 08:19:15,pending,gift_card
2687,156,2024-12-29 05:40:20,completed,paypal
2688,1777,2024-08-30 00:23:20,returned,debit_card
2689,1970,2024-06-19 18:18:04,completed,debit_card
2690,915,2023-12-01 13:44:29,completed,credit_card
2691,118,2024-05-02 20:40:21,pending,bank_transfer
2692,1007,2024-03-10 10:33:10,returned,credit_card
2693,1813,2024-10-01 07:38:06,completed,credit_card
2694,2012,2024-07-14 03:24:53,completed,credit_card
2695,897,2024-06-13 02:24:17,completed,debit_card
2696,1115,2024-12-18 00:12:35,completed,credit_card
2697,691,2024-04-18 04:16:32,completed,bank_transfer
2698,447,2023-12-29 23:09:52,returned,credit_card
2699,1321,2024-02-12 02:44:55,returned,debit_card
2700,1345,2024-10-27 16:08:01,completed,gift_card
2701,1729,2022-09-06 20:37:40,completed,bank_transfer
2702,2352,2022-11-20 16:39:34,pending,gift_card
2703,1812,2023-10-17 21:51:43,completed,gift_card
2704,1686,2024-12-10 04:50:46,completed,paypal
2705,1384,2024-07-08 01:54:01,completed,paypal
2706,1884,2023-03-07 04:55:33,completed,paypal
2707,686,2024-11-28 18:29:33,returned,credit_card
2708,341,2024-09-21 10:16:07,completed,debit_card
2709,1861,2022-02-19 23:14:05,returned,debit_card
2710,2400,2024-06-04 08:43:25,completed,paypal
2711,1865,2024-06-29 09:41:04,completed,bank_transfer
2712,1631,2024-05-18 16:20:27,completed,credit_card
2713,2113,2022-02-15 05:27:21,completed,credit_card
2714,782,2023-10-02 14:00:35,completed,credit_card
2715,1415,2024-01-16 10:55:25,completed,credit_card
2716,1664,2023-06-07 00:51:21,cancelled,paypal
2717,856,2023-06-02 06:31:48,pending,debit_card
2718,852,2024-07-29 02:20:54,completed,debit_card
2719,266,2024-05-14 11:31:04,completed,debit_card
2720,838,2022-10-24 16:35:37,completed,credit_card
2721,1148,2023-04-28 18:48:11,completed,gift_card
2722,999,2024-08-12 04:37:36,completed,bank_transfer
2723,2180,2022-08-19 18:39:12,completed,bank_transfer
2724,1844,2024-03-30 04:27:16,cancelled,bank_transfer
2725,2315,2023-05-04 09:03:44,cancelled,paypal
2726,1451,2024-10-02 23:04:17,completed,debit_card
2727,527,2023-08-18 10:23:32,completed,bank_transfer
2728,17,2023-03-11 19:02:54,completed,debit_card
2729,1773,2023-03-29 16:29:35,pending,bank_transfer
2730,31,2023-04-26 09:23:58,completed,debit_card
2731,889,2022-12-28 21:04:54,completed,paypal
2732,1533,2023-12-02 20:59:56,returned,debit_card
2733,1978,2023-06-07 09:36:21,completed,paypal
2734,1232,2023-02-04 16:19:58,completed,credit_card
2735,1026,2022-09-22 15:38:35,completed,debit_card
2736,24,2024-07-27 15:28:22,returned,paypal
2737,530,2024-09-05 06:26:31,cancelled,credit_card
2738,1062,2024-10-02 20:34:02,completed,paypal
2739,2377,2022-01-24 06:05:57,completed,credit_card
2740,558,2024-09-28 13:08:52,pending,gift_card
2741,951,2023-09-18 06:12:58,completed,credit_card
2742,1556,2024-03-06 11:56:00,completed,debit_card
2743,2218,2023-10-31 04:15:44,completed,credit_card
2744,449,2022-07-30 16:05:38,completed,debit_card
2745,1809,2023-11-09 15:31:27,cancelled,gift_card
2746,2323,2024-04-02 22:36:16,returned,debit_card
2747,952,2024-01-21 06:52:07,completed,gift_card
2748,2226,2024-06-07 15:18:31,completed,credit_card
2749,2379,2024-03-18 04:16:53,completed,paypal
2750,362,2023-03-23 16:24:14,completed,credit_card
2751,2490,2024-03-11 23:53:47,returned,credit_card
2752,977,2024-10-12 21:05:05,returned,credit_card
2753,383,2024-12-02 07:51:44,completed,paypal
2754,1577,2023-08-10 00:37:35,pending,paypal
