customer_id,last_order_date,frequency,monetary,recency,R,F,M,rfm_score,rfm_segment
423,2022-11-08 04:00:40,1,9599.57,785,1,1,5,7,Hibernating
424,2022-12-18 21:39:50,1,464.10299999999995,745,1,1,1,3,Hibernating
425,2024-04-11 10:35:14,2,2409.046,265,3,2,3,8,Potential
426,2024-10-19 18:37:39,4,5731.747,74,4,5,5,14,Champions
427,2022-12-14 18:06:04,1,-576.973,749,1,1,1,3,Hibernating
429,2023-09-28 01:36:47,2,2547.54,461,2,2,3,7,Hibernating
430,2024-03-15 19:38:29,3,3568.853,292,3,4,4,11,Potential
431,2024-05-13 11:51:19,1,2056.27,233,3,1,3,7,Potential
432,2024-12-10 16:59:00,7,4464.466,22,5,5,5,15,Champions
434,2024-07-31 13:43:36,1,919.5085,154,4,1,2,7,Potential
436,2024-07-04 08:26:43,2,4645.973,181,3,2,5,10,Potential
437,2024-07-29 23:23:30,3,3348.264,156,4,4,4,12,Champions
438,2024-10-09 16:29:41,2,691.4465000000001,84,4,2,1,7,Potential
439,2023-12-03 11:37:49,2,4575.6515,395,2,2,5,9,Hibernating
440,2023-07-18 18:50:03,1,1544.466,533,1,1,2,4,Hibernating
441,2023-10-18 12:46:35,4,2896.3650000000002,441,2,5,4,11,At Risk
442,2023-11-19 22:40:35,2,2035.756,409,2,2,3,7,Hibernating
443,2024-07-25 09:56:27,1,1787.492,160,4,1,3,8,Potential
444,2024-11-19 03:13:40,2,771.6075,43,5,2,1,8,Potential
445,2023-07-12 21:28:32,1,-559.7550000000001,539,1,1,1,3,Hibernating
446,2024-05-11 17:56:39,1,550.884,235,3,1,1,5,Potential
447,2023-01-29 17:58:22,1,846.403,703,1,1,1,3,Hibernating
448,2024-09-26 04:39:10,5,6907.6835,97,4,5,5,14,Champions
449,2024-10-08 03:42:52,4,5304.5755,85,4,5,5,14,Champions
450,2024-09-19 08:47:46,1,2462.924,104,4,1,3,8,Potential
451,2024-02-22 22:18:06,1,1641.658,314,2,1,2,5,Hibernating
452,2022-10-09 17:11:38,2,1369.1775,815,1,2,2,5,Hibernating
453,2024-03-11 17:45:07,2,3068.4165,296,3,2,4,9,Potential
454,2024-08-02 19:54:14,2,1079.776,152,4,2,2,8,Potential
456,2024-06-28 01:55:38,1,148.68,187,3,1,1,5,Potential
457,2024-04-05 01:10:39,1,669.1800000000001,271,3,1,1,5,Potential
458,2022-11-03 10:59:41,1,22.600499999999997,790,1,1,1,3,Hibernating
459,2024-04-30 03:51:05,2,2320.642,246,3,2,3,8,Potential
460,2022-06-20 04:19:41,1,2872.957,926,1,1,4,6,Hibernating
461,2024-04-25 19:29:48,3,4199.034,251,3,4,5,12,Potential
462,2022-01-22 02:51:44,1,2137.1859999999997,1075,1,1,3,5,Hibernating
463,2024-06-07 21:42:16,3,828.1339999999999,208,3,4,1,8,Potential
464,2024-03-19 19:51:21,1,723.46,288,3,1,1,5,Potential
465,2024-09-30 13:59:26,2,1993.0865,93,4,2,3,9,Potential
466,2024-11-11 09:09:21,5,1977.465,51,5,5,3,13,Loyal
468,2024-11-05 06:12:22,2,2083.3685,57,5,2,3,10,Potential
469,2024-12-14 09:14:39,5,37892.18,18,5,5,5,15,Champions
470,2024-12-14 13:00:56,1,62.7,18,5,1,1,7,Potential
471,2024-10-28 11:13:48,4,3657.336,65,5,5,4,14,Champions
472,2024-09-17 21:11:29,3,1275.1685,106,4,4,2,10,Loyal
473,2024-09-05 12:40:15,3,3016.772,118,4,4,4,12,Champions
474,2022-08-20 07:40:47,1,10062.555,865,1,1,5,7,Hibernating
475,2024-11-17 15:55:07,3,2031.6565,45,5,4,3,12,Loyal
477,2024-12-01 00:21:25,4,1443.9894999999997,31,5,5,2,12,Loyal
478,2022-07-01 13:58:55,2,1593.1164999999999,915,1,2,2,5,Hibernating
479,2024-09-22 15:19:36,1,992.3275,101,4,1,2,7,Potential
480,2024-11-04 02:19:09,2,1744.3964999999998,58,5,2,3,10,Potential
481,2022-08-03 23:16:01,1,475.44,882,1,1,1,3,Hibernating
482,2024-10-22 00:01:16,6,7532.6025,71,5,5,5,15,Champions
483,2024-10-21 07:37:58,3,2820.9719999999998,72,4,4,4,12,Champions
484,2024-03-13 03:23:36,2,3661.402,294,3,2,4,9,Potential
485,2022-09-02 09:41:00,1,1158.6509999999998,852,1,1,2,4,Hibernating
486,2023-06-23 19:07:21,4,1971.5280000000002,558,1,5,3,9,At Risk
487,2024-12-28 16:07:58,3,2870.568,4,5,4,4,13,Champions
488,2024-03-20 08:44:14,3,1581.211,287,3,4,2,9,Potential
489,2024-10-15 11:51:19,2,1095.7160000000001,78,4,2,2,8,Potential
490,2024-03-14 04:25:24,2,864.9845,293,3,2,1,6,Potential
491,2024-12-04 18:46:52,2,1241.553,28,5,2,2,9,Potential
492,2023-12-25 05:10:02,1,1316.68,373,2,1,2,5,Hibernating
493,2024-08-12 18:59:14,2,496.304,142,4,2,1,7,Potential
494,2024-12-22 23:07:24,4,2872.3635,10,5,5,4,14,Champions
495,2023-04-25 16:07:43,3,3625.924,617,1,4,4,9,At Risk
496,2024-02-14 01:05:03,1,467.8245,322,2,1,1,4,Hibernating
497,2023-01-30 21:19:40,2,700.06,702,1,2,1,4,Hibernating
498,2024-11-16 08:39:21,3,13064.44,46,5,4,5,14,Champions
500,2024-12-08 05:26:01,3,3423.1035,24,5,4,4,13,Champions
501,2023-08-03 18:22:19,2,2647.87,517,2,2,4,8,Hibernating
502,2023-02-01 09:40:47,1,82.62,700,1,1,1,3,Hibernating
503,2022-11-17 08:41:13,1,-247.06,776,1,1,1,3,Hibernating
504,2023-12-31 13:21:05,4,4802.834,367,2,5,5,12,At Risk
505,2024-09-11 16:19:07,2,1215.884,112,4,2,2,8,Potential
506,2024-06-24 10:41:51,2,866.4565,191,3,2,1,6,Potential
507,2023-12-07 19:22:41,1,286.08,391,2,1,1,4,Hibernating
508,2024-11-08 04:58:10,1,226.692,54,5,1,1,7,Potential
509,2022-04-03 18:05:48,1,25.36200000000005,1004,1,1,1,3,Hibernating
510,2024-03-14 01:00:43,2,959.5719999999999,293,3,2,2,7,Potential
512,2024-05-28 04:48:51,2,2948.531,218,3,2,4,9,Potential
513,2023-12-20 02:33:10,2,2878.0,378,2,2,4,8,Hibernating
514,2023-07-20 04:41:16,3,935.1395,531,1,4,2,7,Potential
515,2024-10-11 14:59:16,1,137.7065,82,4,1,1,6,Potential
516,2024-03-26 20:05:33,3,1467.28,281,3,4,2,9,Potential
517,2023-05-08 15:41:27,1,1155.3390000000002,604,1,1,2,4,Hibernating
518,2024-11-07 18:56:34,2,3450.6215,55,5,2,4,11,Potential
519,2023-07-01 10:48:11,3,27341.950999999997,550,1,4,5,10,At Risk
520,2024-09-13 02:12:16,2,862.766,110,4,2,1,7,Potential
521,2024-07-03 10:46:37,2,2250.0379999999996,182,3,2,3,8,Potential
522,2023-05-21 23:30:46,2,11111.931,591,1,2,5,8,Hibernating
523,2023-12-07 23:13:44,3,2095.174,391,2,4,3,9,At Risk
524,2023-11-11 00:25:31,2,1369.8894999999998,417,2,2,2,6,Hibernating
525,2024-06-15 08:41:24,2,-321.75800000000004,200,3,2,1,6,Potential
526,2024-01-17 21:13:21,2,2342.2485,350,2,2,3,7,Hibernating
527,2023-08-18 10:23:32,3,875.1479999999999,502,2,4,1,7,Potential
528,2024-11-21 05:33:36,6,72405.361,41,5,5,5,15,Champions
529,2023-03-09 09:55:27,1,892.1800000000001,664,1,1,2,4,Hibernating
530,2024-12-06 10:07:17,2,1901.392,26,5,2,3,10,Potential
531,2023-01-22 18:13:41,2,3387.017,710,1,2,4,7,Hibernating
532,2024-12-01 09:41:46,8,6761.540999999999,31,5,5,5,15,Champions
533,2023-09-14 16:41:18,1,372.8,475,2,1,1,4,Hibernating
534,2023-02-15 20:48:21,2,1275.953,686,1,2,2,5,Hibernating
535,2024-07-09 23:08:37,2,484.47200000000004,176,3,2,1,6,Potential
537,2024-02-04 02:37:15,1,1065.24,332,2,1,2,5,Hibernating
538,2024-08-25 20:32:17,2,1756.3984999999998,129,4,2,3,9,Potential
539,2023-03-24 06:43:10,1,1244.239,649,1,1,2,4,Hibernating
540,2023-07-06 04:55:03,3,3366.091,545,1,4,4,9,At Risk
541,2024-11-27 11:05:25,3,3390.24,35,5,4,4,13,Champions
542,2022-05-26 14:22:41,1,1161.4245,951,1,1,2,4,Hibernating
543,2024-10-29 20:03:48,2,1409.83,64,5,2,2,9,Potential
544,2024-04-28 02:45:13,2,1264.6205,248,3,2,2,7,Potential
545,2024-10-27 02:28:27,2,2225.1144999999997,66,5,2,3,10,Potential
546,2022-01-22 02:45:35,1,595.6629999999999,1075,1,1,1,3,Hibernating
548,2024-11-03 19:28:45,3,2924.859,59,5,4,4,13,Champions
549,2024-10-02 06:32:00,2,1834.77,91,4,2,3,9,Potential
550,2024-11-18 00:38:46,2,1243.65,44,5,2,2,9,Potential
551,2024-03-09 01:27:18,3,3337.1485000000002,298,3,4,4,11,Potential
552,2022-11-25 19:22:49,3,1897.776,768,1,4,3,8,At Risk
553,2024-05-29 01:30:26,2,3146.401,217,3,2,4,9,Potential
555,2024-10-09 07:47:28,2,3248.671,84,4,2,4,10,Potential
556,2024-04-08 10:14:59,4,7703.6179999999995,268,3,5,5,13,Potential
557,2024-08-10 01:21:07,3,1690.128,144,4,4,3,11,Loyal
558,2024-04-13 02:54:36,2,6016.5125,263,3,2,5,10,Potential
559,2024-06-23 21:08:09,1,-187.8,192,3,1,1,5,Potential
560,2024-03-24 16:58:26,2,119.238,283,3,2,1,6,Potential
561,2024-10-01 10:09:50,2,11278.150000000001,92,4,2,5,11,Potential
562,2024-08-01 08:12:56,2,1976.7585,153,4,2,3,9,Potential
563,2024-03-28 03:36:34,1,289.25600000000003,279,3,1,1,5,Potential
564,2023-09-14 07:46:24,3,1813.01,475,2,4,3,9,At Risk
565,2024-04-01 10:55:42,1,3158.2045,275,3,1,4,8,Potential
566,2022-12-09 14:04:05,1,1910.3235,754,1,1,3,5,Hibernating
567,2023-04-27 22:33:35,2,1108.554,615,1,2,2,5,Hibernating
568,2024-09-05 16:01:26,2,323.6625,118,4,2,1,7,Potential
569,2024-07-24 06:40:31,2,1970.835,161,3,2,3,8,Potential
570,2023-07-23 23:18:33,2,4913.347,528,1,2,5,8,Hibernating
571,2024-04-14 07:05:20,4,4070.532,262,3,5,5,13,Potential
572,2024-05-03 19:25:30,4,4767.945,243,3,5,5,13,Potential
573,2024-11-12 09:13:47,3,6003.973,50,5,4,5,14,Champions
574,2023-05-12 05:17:52,5,8110.5644999999995,600,1,5,5,11,At Risk
575,2024-06-01 12:57:58,3,3065.284,214,3,4,4,11,Potential
576,2024-12-22 22:47:49,2,4867.586,10,5,2,5,12,Potential
577,2024-08-20 06:27:57,6,7275.1785,134,4,5,5,14,Champions
578,2024-11-25 11:14:15,2,3481.1125,37,5,2,4,11,Potential
579,2024-10-22 03:28:37,3,4510.504,71,5,4,5,14,Champions
580,2024-10-15 06:53:22,3,4181.4605,78,4,4,5,13,Champions
581,2024-05-15 06:03:23,4,4684.5455,231,3,5,5,13,Potential
582,2023-07-19 06:56:42,2,903.47,532,1,2,2,5,Hibernating
583,2024-08-09 12:01:25,4,2107.3559999999998,145,4,5,3,12,Loyal
584,2023-12-09 08:38:47,2,2047.897,389,2,2,3,7,Hibernating
585,2023-07-28 07:55:33,1,89.43,523,2,1,1,4,Hibernating
586,2024-12-31 16:03:17,2,1962.093,1,5,2,3,10,Potential
587,2022-01-15 22:49:30,2,669.5459999999999,1082,1,2,1,4,Hibernating
588,2023-08-15 05:10:47,2,2885.8590000000004,505,2,2,4,8,Hibernating
589,2024-07-16 09:50:26,2,2019.165,169,3,2,3,8,Potential
590,2023-01-25 09:21:30,1,146.96,707,1,1,1,3,Hibernating
591,2024-05-05 10:59:57,2,1873.38,241,3,2,3,8,Potential
593,2023-04-07 10:58:42,1,171.2,635,1,1,1,3,Hibernating
594,2023-05-03 15:19:31,1,5.448,609,1,1,1,3,Hibernating
595,2023-07-28 00:51:42,1,966.7239999999999,523,2,1,2,5,Hibernating
597,2024-05-12 09:20:10,4,3451.3925,234,3,5,4,12,Potential
598,2023-01-30 10:26:23,1,2579.9075,702,1,1,3,5,Hibernating
599,2022-03-09 13:40:17,1,110.42,1029,1,1,1,3,Hibernating
601,2024-11-23 19:16:41,2,14662.404,39,5,2,5,12,Potential
602,2023-11-08 20:35:00,2,1404.8775,420,2,2,2,6,Hibernating
603,2024-09-14 00:57:43,2,1359.76,109,4,2,2,8,Potential
604,2024-10-25 03:36:58,3,4133.367,68,5,4,5,14,Champions
605,2024-10-17 22:04:53,3,2868.76,76,4,4,4,12,Champions
606,2024-10-27 22:35:19,2,1982.0294999999999,66,5,2,3,10,Potential
607,2024-11-25 17:00:33,2,1606.9405,37,5,2,2,9,Potential
608,2024-07-25 17:51:54,2,3190.6730000000002,160,4,2,4,10,Potential
610,2024-08-10 23:23:49,1,902.079,144,4,1,2,7,Potential
611,2024-12-26 18:36:47,3,145169.054,6,5,4,5,14,Champions
612,2024-07-15 05:45:51,2,2889.317,170,3,2,4,9,Potential
613,2024-08-25 03:18:52,2,24310.643,129,4,2,5,11,Potential
614,2024-10-14 23:27:16,1,2172.885,79,4,1,3,8,Potential
615,2022-12-27 22:01:08,1,3432.795,736,1,1,4,6,Hibernating
617,2024-04-17 01:43:17,3,2433.8064999999997,259,3,4,3,10,Potential
618,2024-12-04 07:05:13,1,1069.18,28,5,1,2,8,Potential
619,2023-11-21 21:31:04,3,6444.031500000001,407,2,4,5,11,At Risk
620,2024-06-13 17:40:35,1,977.6890000000001,202,3,1,2,6,Potential
621,2024-11-20 22:52:53,2,1429.4470000000001,42,5,2,2,9,Potential
622,2022-06-06 04:16:00,1,996.6700000000001,940,1,1,2,4,Hibernating
624,2024-10-25 02:09:44,7,3679.9004999999997,68,5,5,4,14,Champions
625,2024-06-18 19:33:06,2,1597.6545,197,3,2,2,7,Potential
626,2024-10-15 03:44:45,3,2521.3134999999997,78,4,4,3,11,Loyal
627,2023-10-20 06:38:15,1,146.98,439,2,1,1,4,Hibernating
628,2023-01-10 13:55:19,3,1876.028,722,1,4,3,8,At Risk
629,2024-07-30 00:44:46,3,2369.2889999999998,155,4,4,3,11,Loyal
630,2024-09-30 11:05:58,1,470.98,93,4,1,1,6,Potential
631,2024-12-16 14:13:36,1,704.26,16,5,1,1,7,Potential
632,2024-12-26 19:22:01,4,3806.1335,6,5,5,4,14,Champions
633,2023-10-27 18:40:54,1,3126.1645,432,2,1,4,7,Hibernating
634,2024-08-26 11:43:29,6,41632.49249999999,128,4,5,5,14,Champions
635,2023-10-19 20:57:08,4,1812.969,440,2,5,3,10,At Risk
636,2023-07-18 22:06:13,1,396.98,533,1,1,1,3,Hibernating
637,2024-05-07 11:13:12,1,652.5074999999999,239,3,1,1,5,Potential
640,2024-04-08 05:07:40,1,712.74,268,3,1,1,5,Potential
641,2024-09-29 11:32:54,4,3929.2985,94,4,5,4,13,Champions
643,2024-02-18 21:48:53,1,623.162,318,2,1,1,4,Hibernating
644,2024-03-17 18:33:32,3,2125.18,290,3,4,3,10,Potential
645,2024-05-25 18:41:12,5,3429.9705,221,3,5,4,12,Potential
646,2024-05-17 20:24:06,3,1887.526,229,3,4,3,10,Potential
647,2022-06-04 13:49:18,1,-18.107999999999947,942,1,1,1,3,Hibernating
648,2024-07-01 18:50:28,4,1331.877,184,3,5,2,10,Potential
649,2023-04-15 00:50:32,4,2861.0344999999998,627,1,5,4,10,At Risk
650,2024-10-15 06:25:44,3,3961.019,78,4,4,4,12,Champions
652,2022-09-12 22:56:00,1,514.73,842,1,1,1,3,Hibernating
653,2024-07-07 03:01:49,2,1398.9765000000002,178,3,2,2,7,Potential
654,2024-12-24 20:41:56,2,3119.0350000000003,8,5,2,4,11,Potential
655,2023-03-08 00:09:21,2,1376.195,665,1,2,2,5,Hibernating
656,2024-11-09 13:40:37,4,4041.4,53,5,5,4,14,Champions
657,2024-07-23 03:01:03,3,5389.3085,162,3,4,5,12,Potential
658,2024-09-20 22:14:37,3,2964.629,103,4,4,4,12,Champions
660,2024-01-30 11:19:23,2,2607.772,337,2,2,4,8,Hibernating
661,2024-02-27 06:49:19,2,4793.643,309,2,2,5,9,Hibernating
662,2022-11-19 05:01:34,1,1583.9,774,1,1,2,4,Hibernating
663,2024-11-17 10:10:42,2,1685.203,45,5,2,3,10,Potential
665,2024-11-14 12:09:55,4,4884.4555,48,5,5,5,15,Champions
667,2024-08-26 16:43:04,1,797.13,128,4,1,1,6,Potential
668,2023-05-03 10:35:24,1,2406.9449999999997,609,1,1,3,5,Hibernating
671,2024-02-19 09:12:56,3,3734.38,317,2,4,4,10,At Risk
672,2023-09-12 10:35:30,1,902.592,477,2,1,2,5,Hibernating
673,2024-02-06 02:19:07,4,2209.9545,330,2,5,3,10,At Risk
674,2024-09-04 10:47:47,2,2760.7855000000004,119,4,2,4,10,Potential
675,2024-06-04 22:24:03,2,2676.9385,211,3,2,4,9,Potential
677,2023-12-29 10:27:34,2,1915.82,369,2,2,3,7,Hibernating
680,2024-10-12 18:23:14,3,1263.6440000000002,81,4,4,2,10,Loyal
681,2023-08-18 11:01:36,1,705.328,502,2,1,1,4,Hibernating
682,2023-07-13 21:08:10,2,1546.6715,538,1,2,2,5,Hibernating
683,2023-06-10 19:08:26,2,1750.136,571,1,2,3,6,Hibernating
684,2024-06-30 19:19:12,3,2772.753,185,3,4,4,11,Potential
685,2024-04-28 23:33:31,2,3693.6085,248,3,2,4,9,Potential
686,2024-12-18 03:25:46,3,4289.072,14,5,4,5,14,Champions
687,2024-09-10 01:07:50,4,2701.266,113,4,5,4,13,Champions
688,2024-05-28 14:32:02,3,1526.8115,218,3,4,2,9,Potential
689,2023-09-09 18:03:02,2,107213.91399999999,480,2,2,5,9,Hibernating
691,2024-09-12 21:04:25,6,9426.813,111,4,5,5,14,Champions
692,2024-04-05 16:26:05,1,1408.27,271,3,1,2,6,Potential
693,2024-10-25 03:38:30,3,2189.638,68,5,4,3,12,Loyal
694,2024-10-01 13:23:32,1,1232.71,92,4,1,2,7,Potential
696,2023-08-03 18:31:14,2,3062.1795,517,2,2,4,8,Hibernating
697,2024-08-20 03:25:53,1,2134.4145,134,4,1,3,8,Potential
698,2022-08-19 13:40:16,1,624.1865,866,1,1,1,3,Hibernating
699,2024-05-22 01:39:36,3,2698.0339999999997,224,3,4,4,11,Potential
700,2024-10-24 23:51:29,1,646.649,69,5,1,1,7,Potential
701,2024-10-17 06:46:42,2,-198.05450000000008,76,4,2,1,7,Potential
702,2024-09-20 12:46:01,2,570.364,103,4,2,1,7,Potential
703,2024-08-26 05:15:24,5,3550.5985,128,4,5,4,13,Champions
704,2024-11-18 03:14:00,3,2533.783,44,5,4,3,12,Loyal
705,2022-12-14 00:53:16,3,3741.678,749,1,4,4,9,At Risk
706,2024-06-30 10:09:52,2,1605.022,185,3,2,2,7,Potential
708,2024-12-29 07:38:36,3,3090.838,3,5,4,4,13,Champions
709,2022-05-19 18:11:20,1,1906.3860000000004,958,1,1,3,5,Hibernating
710,2024-12-09 22:44:58,2,2043.7350000000001,23,5,2,3,10,Potential
711,2022-12-22 23:30:34,1,478.17299999999994,741,1,1,1,3,Hibernating
712,2023-04-20 02:10:32,1,1218.833,622,1,1,2,4,Hibernating
713,2022-02-01 07:12:10,1,1670.8400000000001,1065,1,1,3,5,Hibernating
714,2023-09-18 04:34:08,2,992.792,471,2,2,2,6,Hibernating
715,2024-10-30 02:44:11,2,1283.651,63,5,2,2,9,Potential
716,2024-01-14 12:13:08,2,2571.84,353,2,2,3,7,Hibernating
717,2024-08-24 01:15:19,2,1239.9305,130,4,2,2,8,Potential
718,2024-09-14 08:15:31,1,10025.7335,109,4,1,5,10,Potential
719,2024-02-15 06:31:12,1,760.46,321,2,1,1,4,Hibernating
720,2024-02-10 06:31:34,3,3072.34,326,2,4,4,10,At Risk
721,2024-01-01 14:55:19,1,2025.4099999999999,366,2,1,3,6,Hibernating
722,2024-06-24 06:54:08,4,2189.094,191,3,5,3,11,Potential
723,2024-11-19 18:56:19,2,2171.5665,43,5,2,3,10,Potential
724,2024-02-20 10:15:10,3,1632.192,316,2,4,2,8,Potential
725,2024-04-21 18:33:46,2,4516.3475,255,3,2,5,10,Potential
726,2024-12-08 05:05:31,6,10041.0495,24,5,5,5,15,Champions
727,2024-10-23 05:41:00,3,5469.433,70,5,4,5,14,Champions
728,2024-05-27 08:13:59,2,1118.789,219,3,2,2,7,Potential
729,2024-07-07 06:15:00,4,4233.1965,178,3,5,5,13,Potential
730,2024-12-15 04:18:13,1,546.606,17,5,1,1,7,Potential
731,2024-05-09 06:34:04,2,2625.333,237,3,2,4,9,Potential
732,2024-12-05 21:10:47,2,2221.2999999999997,27,5,2,3,10,Potential
733,2024-12-11 22:10:50,5,6076.735500000001,21,5,5,5,15,Champions
734,2024-10-01 05:55:43,1,1744.5900000000001,92,4,1,3,8,Potential
736,2024-12-19 16:23:58,4,4741.894,13,5,5,5,15,Champions
737,2024-01-09 13:33:22,1,1318.2705,358,2,1,2,5,Hibernating
738,2023-12-02 13:40:14,1,292.173,396,2,1,1,4,Hibernating
739,2023-05-10 01:52:36,1,1335.13,602,1,1,2,4,Hibernating
740,2024-10-13 17:10:44,4,2658.9404999999997,80,4,5,4,13,Champions
741,2024-07-13 13:57:50,2,1618.6735,172,3,2,2,7,Potential
742,2023-05-18 12:47:39,2,1199.36,594,1,2,2,5,Hibernating
743,2024-06-30 04:42:42,3,1444.2665,185,3,4,2,9,Potential
745,2024-10-30 18:18:04,1,1432.75,63,5,1,2,8,Potential
746,2024-06-13 04:44:15,1,61.15,202,3,1,1,5,Potential
747,2023-04-10 10:17:17,1,2186.2455,632,1,1,3,5,Hibernating
749,2024-11-03 00:14:28,3,2567.6335,59,5,4,3,12,Loyal
750,2023-12-08 23:45:19,2,2705.95,390,2,2,4,8,Hibernating
752,2024-12-03 17:51:35,4,2409.7955,29,5,5,3,13,Loyal
753,2023-12-01 15:39:58,2,716.2375000000001,397,2,2,1,5,Hibernating
756,2024-12-13 10:41:07,3,3509.63,19,5,4,4,13,Champions
757,2024-01-01 16:39:24,1,43.128,366,2,1,1,4,Hibernating
760,2024-10-02 09:51:49,4,8006.5305,91,4,5,5,14,Champions
761,2024-08-07 13:42:11,5,5498.7705,147,4,5,5,14,Champions
762,2024-09-12 00:46:58,6,6025.67,111,4,5,5,14,Champions
763,2024-08-31 05:23:06,2,1582.3039999999999,123,4,2,2,8,Potential
764,2024-03-06 11:41:24,3,2180.728,301,3,4,3,10,Potential
765,2023-07-24 15:02:25,3,828.55,527,2,4,1,7,Potential
767,2023-04-20 09:29:37,2,2468.1305,622,1,2,3,6,Hibernating
768,2022-02-14 05:57:44,1,16.813,1052,1,1,1,3,Hibernating
770,2024-06-25 19:50:11,2,1062.92,190,3,2,2,7,Potential
771,2024-03-05 11:33:57,1,1156.4534999999998,302,3,1,2,6,Potential
772,2024-08-29 21:20:02,2,2923.1040000000003,125,4,2,4,10,Potential
773,2024-03-09 21:17:48,5,5241.078,298,3,5,5,13,Potential
774,2024-04-23 16:14:15,1,1403.469,253,3,1,2,6,Potential
775,2024-12-28 00:29:41,4,4050.726,4,5,5,4,14,Champions
777,2023-11-26 19:08:01,1,1678.68,402,2,1,3,6,Hibernating
778,2024-05-22 17:05:22,2,1415.1580000000001,224,3,2,2,7,Potential
781,2024-12-07 19:12:43,1,972.6129999999999,25,5,1,2,8,Potential
782,2023-10-02 14:00:35,1,1626.828,457,2,1,2,5,Hibernating
783,2024-09-08 10:19:48,4,4023.3644999999997,115,4,5,4,13,Champions
785,2023-01-12 02:20:18,1,22053.24,720,1,1,5,7,Hibernating
786,2024-08-30 16:41:37,3,3938.43,124,4,4,4,12,Champions
787,2024-12-28 23:08:55,2,4405.01,4,5,2,5,12,Potential
788,2024-10-24 04:03:11,2,1931.416,69,5,2,3,10,Potential
789,2024-02-15 04:39:07,2,5544.53,321,2,2,5,9,Hibernating
790,2024-07-24 09:18:48,3,3650.9525,161,3,4,4,11,Potential
791,2023-06-09 03:45:43,1,2786.205,572,1,1,4,6,Hibernating
792,2024-01-24 10:30:01,2,1129.118,343,2,2,2,6,Hibernating
793,2024-04-20 06:06:13,5,3936.1545,256,3,5,4,12,Potential
794,2024-11-30 10:09:12,2,2952.64,32,5,2,4,11,Potential
795,2024-07-01 01:25:56,2,2693.2635,184,3,2,4,9,Potential
796,2024-08-01 21:32:03,2,1379.228,153,4,2,2,8,Potential
797,2024-11-11 01:07:52,5,3719.023,51,5,5,4,14,Champions
798,2024-04-20 17:11:08,1,2330.098,256,3,1,3,7,Potential
799,2023-12-13 20:12:45,2,893.8275,385,2,2,2,6,Hibernating
800,2024-07-23 19:35:27,2,3026.251,162,3,2,4,9,Potential
801,2024-02-25 19:26:53,1,2112.1655,311,2,1,3,6,Hibernating
802,2024-09-29 05:04:38,2,659.5985,94,4,2,1,7,Potential
803,2022-08-04 00:23:13,1,422.024,881,1,1,1,3,Hibernating
804,2022-04-20 21:28:22,1,211.242,987,1,1,1,3,Hibernating
805,2024-12-10 13:32:30,3,4506.3605,22,5,4,5,14,Champions
806,2023-04-11 15:25:07,2,1979.9415,631,1,2,3,6,Hibernating
807,2024-09-15 01:21:18,3,6659.954,108,4,4,5,13,Champions
808,2023-07-07 09:56:48,1,1029.46,544,1,1,2,4,Hibernating
809,2024-09-09 04:38:37,3,2572.972,114,4,4,3,11,Loyal
810,2024-10-30 15:53:49,4,2151.857,63,5,5,3,13,Loyal
811,2024-07-22 10:32:26,3,4211.845,163,3,4,5,12,Potential
812,2023-05-08 17:53:43,1,2441.478,604,1,1,3,5,Hibernating
813,2024-05-18 20:47:56,2,4541.664,228,3,2,5,10,Potential
814,2024-04-08 02:33:15,1,445.65,268,3,1,1,5,Potential
816,2023-10-17 20:34:02,5,2558.656,442,2,5,3,10,At Risk
817,2024-12-04 06:13:50,5,1986.73,28,5,5,3,13,Loyal
819,2024-12-28 01:38:29,3,2578.6270000000004,4,5,4,3,12,Loyal
820,2023-06-02 06:20:00,2,3591.3145000000004,579,1,2,4,7,Hibernating
821,2024-11-17 09:02:21,3,4056.09,45,5,4,4,13,Champions
822,2023-10-24 04:39:00,2,3105.688,435,2,2,4,8,Hibernating
823,2024-04-28 06:57:53,1,218.79,248,3,1,1,5,Potential
824,2023-02-14 14:27:04,3,-5953.752499999999,687,1,4,1,6,Potential
825,2023-09-24 22:59:52,1,533.398,465,2,1,1,4,Hibernating
826,2023-05-12 01:53:11,2,4398.129,600,1,2,5,8,Hibernating
828,2023-12-25 03:45:29,2,1092.41,373,2,2,2,6,Hibernating
829,2024-12-26 17:54:08,4,2110.08,6,5,5,3,13,Loyal
830,2024-12-23 08:51:26,4,3564.258,9,5,5,4,14,Champions
831,2022-10-30 12:47:02,1,797.3765000000001,794,1,1,1,3,Hibernating
832,2024-11-07 09:05:26,3,954.4269999999999,55,5,4,2,11,Loyal
833,2023-07-25 04:09:36,1,90.93,526,2,1,1,4,Hibernating
834,2024-01-25 07:03:19,1,925.2719999999999,342,2,1,2,5,Hibernating
835,2024-10-26 03:02:35,5,37055.8875,67,5,5,5,15,Champions
837,2024-07-28 12:09:41,2,1337.535,157,4,2,2,8,Potential
838,2023-08-07 18:23:10,3,3923.4205,513,2,4,4,10,At Risk
839,2024-03-29 19:19:30,3,4032.6185,278,3,4,4,11,Potential
840,2024-05-22 19:08:11,1,1477.682,224,3,1,2,6,Potential
841,2023-09-28 07:16:52,2,693.111,461,2,2,1,5,Hibernating
844,2024-01-19 06:46:45,3,2631.88,348,2,4,4,10,At Risk
845,2024-01-10 09:34:46,1,2127.632,357,2,1,3,6,Hibernating
