customer_id,average_rating,completed_orders
2214,2.8,2
2215,4.0,1
2216,4.5,1
2217,5.0,2
2218,3.0,3
2222,3.5,2
2223,4.5,2
2224,4.5,1
2225,3.6666666666666665,3
2226,5.0,2
2227,5.0,3
2229,5.0,3
2230,4.5,1
2231,4.666666666666667,1
2232,4.0,1
2233,4.0,3
2234,5.0,1
2236,5.0,3
2237,4.333333333333333,5
2238,3.3333333333333335,2
2241,4.0,4
2242,4.0,2
2243,2.0,2
2244,4.0,3
2245,3.0,4
2246,2.0,3
2247,4.0,1
2248,3.75,5
2251,5.0,1
2252,4.5,3
2253,4.25,3
2254,3.5,1
2255,3.0,2
2257,5.0,4
2261,5.0,5
2262,4.0,3
2263,5.0,5
2265,3.3333333333333335,2
2267,4.5,3
2269,2.0,2
2271,4.0,2
2272,2.5,4
2273,4.0,3
2275,3.5,5
2277,4.0,2
2278,4.0,3
2279,4.5,1
2280,3.6666666666666665,4
2281,4.0,3
2285,4.333333333333333,2
2286,3.0,3
2287,3.6666666666666665,4
2288,3.0,1
2289,4.0,1
2290,5.0,2
2291,3.0,2
2292,4.0,6
2294,5.0,2
2295,5.0,6
2300,4.25,1
2302,4.333333333333333,3
2303,4.333333333333333,1
2305,4.0,3
2306,2.0,1
2308,5.0,3
2310,5.0,1
2311,4.0,2
2312,4.5,1
2313,4.5,2
2314,4.666666666666667,3
2315,4.25,5
2319,4.0,2
2320,3.0,1
2321,4.5,1
2322,5.0,1
2323,5.0,3
2324,5.0,2
2327,4.0,3
2328,3.0,1
2330,4.5,3
2331,5.0,1
2332,4.333333333333333,6
2333,5.0,2
2335,4.5,1
2336,3.0,1
2338,4.5,3
2339,3.0,4
2340,5.0,2
2341,4.0,3
2342,4.0,2
2344,4.0,2
2345,4.0,3
2346,4.0,3
2348,2.0,1
2349,5.0,2
2352,4.5,1
2355,4.5,3
2356,3.0,3
2357,4.0,4
2359,3.0,2
2361,3.3333333333333335,4
2362,3.5,3
2364,3.5,6
2365,5.0,2
2367,4.5,2
2369,4.5,3
2370,4.5,5
2371,4.5,2
2372,4.666666666666667,6
2373,4.0,1
2375,3.25,4
2376,4.0,1
2377,3.0,1
2378,5.0,4
2379,5.0,2
2380,3.0,1
2383,3.5,2
2385,4.0,1
2388,4.0,1
2389,4.5,1
2390,4.0,1
2392,5.0,2
2393,4.0,2
2394,3.0,5
2395,3.0,2
2396,4.0,2
2397,3.6666666666666665,3
2399,5.0,2
2401,5.0,1
2402,4.333333333333333,1
2405,4.5,3
2406,3.0,2
2407,5.0,1
2408,5.0,2
2409,4.0,2
2410,5.0,2
2411,4.5,2
2412,4.0,1
2414,3.0,2
2418,4.0,2
2419,2.75,3
2420,4.0,1
2423,4.0,2
2424,4.0,1
2425,5.0,4
2426,4.0,4
2428,5.0,3
2430,4.0,2
2431,3.25,3
2432,5.0,1
2437,4.333333333333333,2
2439,1.0,2
2441,4.0,2
2442,5.0,1
2443,4.5,3
2445,4.5,3
2448,5.0,2
2451,4.666666666666667,1
2452,1.0,5
2453,4.5,2
2456,4.0,2
2457,4.5,2
2458,4.5,2
2459,3.5,2
2460,5.0,4
2462,3.25,3
2463,4.5,2
2464,4.0,2
2465,4.0,3
2466,5.0,4
2467,2.5,3
2469,4.0,1
2472,3.0,1
2473,4.5,3
2475,5.0,4
2477,5.0,1
2478,3.0,1
2479,5.0,2
2480,4.5,2
2482,2.0,3
2483,3.8,2
2484,3.0,2
2487,3.75,5
2488,5.0,1
2490,4.5,5
2491,3.6666666666666665,1
2492,2.6666666666666665,1
2493,4.0,2
2494,5.0,1
2496,4.5,3
2497,3.3333333333333335,4
2499,5.0,4
2500,4.0,3
